,text,label,document_index
3512,fixme assumes truncation handle truncation without,DEFECT,3512
3513,todo need exported reverse rstan lookup rosetta rstan rosetta alternate way possibly get around export,DESIGN,3513
3514,use lavaan inits fa priors fixme,DEFECT,3514
3515,directml creates error bug lavaan,DEFECT,3515
3517,todo fix stan,DEFECT,3517
3518,copied,CODE,3518
3519,modeest package used,CODE,3519
3521,fixme make sure references check,ARCHITECTURE,3521
3522,fixme isnull baselinemodel pass baseline model partable argument priors or update postpred apply independence model using iteration s modelimplied variances,REQUIREMENTS,3522
3523,modeest package used,CODE,3523
3524,use quickanddirty way,CODE,3524
3525,use quickanddirty way,CODE,3525
3526,distribution names jags r todo na todo how input nonscalar parameters multivariate distributions,CODE,3526
3527,dgamma reversed parameters despite lebauer gloc disttrans jags dgamma jag2rfuns gloc jag2rfuns binloc,DESIGN,3527
3529,decide whether need model exogenous x s isna ovnamesx fixme na catch related filling exo column setphantoms,DEFECT,3529
3531,todo we attach equality constraints tables could also deal inequality constraints smaller partables different parameter types dimensions parameter matrices initial values,REQUIREMENTS,3531
3532,todo revisit fi approach missing data,REQUIREMENTS,3532
3535,todo check alternative distribution,CODE,3535
3536,todo check alternative distribution parameter table,CODE,3536
3537,end main model specification still need priors equality constraints,REQUIREMENTS,3537
3538,identity matrix wishart prior todo allow user specify matrix could specified via mcmcextra argument,REQUIREMENTS,3538
3539,lavaan fixme x ovnamesx sometimes length sometimes na,DEFECT,3539
3540,fixme see internalgetalpha lavrepresentationlisrelr alternative better way handle eqsx,DESIGN,3540
3541,todo longer need misvar nmis misvarx nmisx obsexo nseenexo remove,CODE,3541
3542,todo first definition obsvar,CODE,3542
3544,todo needed,CODE,3544
3546,fixme see internalgetalpha lavrepresentationlisrelr alternative better way handle eqsx,DESIGN,3546
3547,todo longer need misvar nmis misvarx nmisx obsexo nseenexo remove,CODE,3547
3548,todo first definition obsvar,CODE,3548
3549,todo first definition obsvarx,CODE,3549
3550,todo needed,CODE,3550
3551,fixme thetax covx handled,REQUIREMENTS,3551
3554,fa todo use dp kernel density get correct priors deal covariances fa parameterization using kernel density estimation covariance parameter s prior,ALGORITHM,3554
3555,yr ugly hack avoid lavsamplestatsfromdata reconstruct data call lavaan ed need lavaan anyway might well get chisq re tdj also enables us apply custom discfun argument fitted lavaan object also use hack isnull discfun ed yes probably want pull necessary stuff object,CODE,3555
3556,todo tdj apply custom discfun simulated data,ALGORITHM,3556
3557,see lines lavbootstrap avoid fixedx errors probably needed missingmlx chisqboot diff getll lavmodel lavmodel lavpartable lavpartable lavsamplestats bootsamplestats lavoptions lavoptions lavcache lavcache lavdata lavdata measure measure,DEFECT,3557
3558,mean kdim array fixme reduce slow,ARCHITECTURE,3558
3559,generate initial values chain todo write start values new columns coefvec include partable,REQUIREMENTS,3559
3562,todo need exported reverse rstan lookup rosetta rstan rosetta alternate way possibly get around export,DESIGN,3562
3563,generate initial values fixme something smarter upon failure,USABILITY,3563
3565,todo block ever differ group,REQUIREMENTS,3565
3566,todo tmprows get prior associated covariance param fa priors,ALGORITHM,3566
3567,fixme remove covariances associated fixed x,CODE,3567
3568,todo check covariances lv,CODE,3568
3569,fa priors todo change around faster,ARCHITECTURE,3569
3570,todo block prior associated lvxwish put entries parvec matrix dwish todo check inequality constraints,ALGORITHM,3570
3573,todo block ever differ group,CODE,3573
3575,todo check inequality constraints,ALGORITHM,3575
3576,constraints one parameter label lhs fixme handle eg b1 b2 see lavpartableconstraintsr,DEFECT,3576
3577,this file intended used installation process nocov start,TEST,3577
3579,todo improve vector estimation,CODE,3579
3580,todo large forloop probably factored smaller functions,DESIGN,3580
3581,time series division much slower matrix division,ARCHITECTURE,3581
3583,dropping classes adding duplicatecondition workaround case nonexiting handlers throw n conditions these would get condition twice stop also signal if drop classes handlers condition objects ie conditions get duplicate signals this probably quite rare rare case also recognize duplicates duplicatecondition extra class,DESIGN,3583
3585,plus always ignore tail this always good catchrethrow good otherwise,DEFECT,3585
3586,need to fix this below to incorporate all costs,REQUIREMENTS,3586
3587,get featuretype todo takes first topology object gettopologies,DEFECT,3587
3588,get properties todo takes first topology object,DEFECT,3588
3589,todo left truncation,REQUIREMENTS,3589
3590,todo left truncation,REQUIREMENTS,3590
3591,f fn,CODE,3591
3592,f fn,CODE,3592
3594,unused,CODE,3594
3595,elegantly extract time variable timeexpr lhs object callformula length lhs object callformula,DESIGN,3595
3596,ugly hack,CODE,3596
3597,delayed entry,ARCHITECTURE,3597
3598,todo if transform smoother eg log time use information variable name ii transform iii inverse transform,REQUIREMENTS,3598
3599,coping weird test behaviour cran rdevel,TEST,3599
3600,pstpm2frailty models slow,ARCHITECTURE,3600
3602,coping weird test behaviour cran rdevel,TEST,3602
3603,pstpm2frailty models slow,ARCHITECTURE,3603
3604,coping weird test behaviour cran rdevel,TEST,3604
3605,coping weird test behaviour cran rdevel,TEST,3605
3606,pstpm2frailty models slow,ARCHITECTURE,3606
3608,nnground working yet param nnground find mean ground elevation slope nearest neighbour param seed n integer random number seed,DEFECT,3608
3609,fixme is rowcol reference still needed rowtablebuilder row coltablebuilder col,CODE,3609
3610,fixme is row col reference still needed table table attr table row attr table col cell x rowtable row coltable col,CODE,3610
3611,fill blanks case,CODE,3611
3612,median logical vector nt work know trying get median fun omitted get mode,DEFECT,3612
3613,defered till escaped characters handled c u005c textbackslash,CODE,3613
3614,helper function see knitr context not perfect bit hack https stackoverflowcomquestions33107908howtotellifcodeisexecutedwithinaknitrrmarkdowncontext,DESIGN,3614
3615,nasty automagic handling special latex parameters because tangram object constructed via call object passed print function rendering context additional arguments needed these lost repl need recovered however someone could call function directly arguments need take precedence additionally needs defaults decent default handling these lines pass cran checks ca nt fathom assign,BUILD,3615
3616,why difficult,CODE,3616
3617,inherits x dataframe x x fixme need deal factors,DEFECT,3617
3618,why difficult,CODE,3618
3619,this broken windows fixme testthat nbsp expecttrue latexify spaceu00a0out spaceout,TEST,3619
3620,scone use svd compute principal components for ll keep pca object created prcomp consistent proj svd scale expr center true scale true nu nv u,ALGORITHM,3620
3622,dummy test,TEST,3622
3623,ignore one offs,ALGORITHM,3623
3624,want foldvmatrix take list features list filters take feature list,CODE,3624
3626,ignore one offs,ALGORITHM,3626
3627,todo impact could use attention,REQUIREMENTS,3627
3628,use docall nt know many things ll rbinding instead get list using lapply rbind list todo parallelize time scales linearly number byenums chunk docall rbind lapply byenums function x switching end wrong number columns ci protection triggers one subchunk another gdb,BUILD,3628
3629,likely assigning enum other case ll define generically,DESIGN,3629
3630,first separate duplicate nonduplicate masterids slow,ARCHITECTURE,3630
3631,use docall nt know many things ll rbinding instead get list using lapply rbind list todo parallelize time scales linearly number byenums chunk docall rbind lapply byenums function x switching end wrong number columns ci protection triggers one subchunk another gdb,BUILD,3631
3632,first separate duplicate nonduplicate masterids slow,ARCHITECTURE,3632
3633,likely assigning enum other case ll define generically,DESIGN,3633
3634,brms rewrites column names we re going try fix mapping back chunk enums may may work since ca nt sure sort as hack mapping extracted model object function used internally used create mapping mcmc enum plyr mapvalues enum sort unique enum sort levels chunk enum per https discoursemcstanorgtbrmsnonstandardvariablenamemodification11412 would nice import plyr oh well gdb,DEFECT,3634
3636,note i left lot settings boot bootci defaults nt expose feel free gdb,BUILD,3636
3637,todo need add fields convenience things like victimindustry2 victimindustry3 victimorgsize smalllarge victimregion victimsubregion,REQUIREMENTS,3637
3639,put order chaos,CODE,3639
3640,todo,CODE,3640
3641,todo double check relaxation unit,REQUIREMENTS,3641
3642,todo all elements class length unique lapply object return elements must class,DESIGN,3642
3644,todo n dim spwn length dim object spwn return paste0 first dimension names object spwn spwn length,DEFECT,3644
3645,hack should solved adding name generic,CODE,3645
3646,hack should solved adding name generic,CODE,3646
3647,hack should solved adding name generic,CODE,3647
3648,empty object todo,CODE,3648
3649,feeding array terrible hack feed diagonal,CODE,3649
3650,todo test,TEST,3650
3651,hack flbrp drop fbar slot,CODE,3651
3652,hack pgroup displayed summary,CODE,3652
3653,todo use docall,CODE,3653
3654,hack need check names get dropped,CODE,3654
3657,hack clean fixed list elements named vectors,CODE,3657
3658,todo protect environment,CODE,3658
3659,todo make details list lists iter,CODE,3659
3660,todo dimnames used formula is right handside formula formula function name,CODE,3660
3661,todo deal arguments without default values,CODE,3661
3662,hack clean fixed list elements named vectors,CODE,3662
3663,gradient todo check polish,CODE,3663
3664,todo should grad work along params or one how select take data args,ALGORITHM,3664
3665,todo conversion tox factor messes dimnames order,DEFECT,3665
3666,todo handle nans,DEFECT,3666
3667,todo add z f,REQUIREMENTS,3667
3668,show todo show median var lowquppq,USABILITY,3668
3670,hack method dispatch problem,CODE,3670
3672,amin recs spwns happen,CODE,3672
3673,come,CODE,3673
3674,todo check spwnseason vs mat,CODE,3674
3675,todo add mean weighted abundance,CODE,3675
3677,check mspwn harvestspwn todo mspwnmspwn mspwn,CODE,3677
3680,checkindex todo iagoazti check whether needed,CODE,3680
3683,todo expand aperm flpars,REQUIREMENTS,3683
3684,todo expand aperm flpars,REQUIREMENTS,3684
3685,todo expand aperm flpars,REQUIREMENTS,3685
3687,todo expand aperm flpars,REQUIREMENTS,3687
3690,n n nn todo turn loop,CODE,3690
3691,todo check ok,DEFECT,3691
3692,for elements type bedmatrix,DESIGN,3692
3693,for elements type bedmatrix,DESIGN,3693
3694,report substitition mistake messages users possibly find way deal reporting,USABILITY,3694
3696,first remove extraneous player1 entries dealing team events i think i ve narrowed team show certain cases could nt see need remove others case,CODE,3696
3697,idk ignoring late subs game gets weird,CODE,3697
3698,if methods find five starters chooses first five found better way suggested warn user used,REQUIREMENTS,3698
3699,add error handling one game throws error report continue iterating,CODE,3699
3700,report many rows deemed dirty removed,USABILITY,3700
3701,note file uses scalecols function scales argument inplace returns this violation rs immutable semantics use caution scalecols b r scale also change b,DESIGN,3701
3702,multiway clustering try camerongelbachmiller stuff make interacted factors sign,ALGORITHM,3702
3703,faster way find diagonal inverse,ARCHITECTURE,3703
3704,hmm reduce number instruments,ALGORITHM,3704
3705,estimate relative bias,ALGORITHM,3705
3706,use predicted variables instruments,ALGORITHM,3706
3708,want zeromeans otherfactor get intercept component zero means it s nosub partitioned components we may faster ve separated ordinary ref,ARCHITECTURE,3708
3710,else put felm object,DESIGN,3710
3711,todo liml,REQUIREMENTS,3711
3713,s expression figure coefficients used,CODE,3713
3714,does regression make sense definitely,TEST,3714
3715,this bit hack not sure estranged parameter added params formals parallel mcfork estranged names params,CODE,3715
3716,assumptionscaveatsfeatures no distinction undirected directed graphs not sure a b c would handled multiple tagvalue entries ok,REQUIREMENTS,3716
3718,case,CODE,3718
3719,this line creates iagtktableattach assertion child parent null failed error,DEFECT,3719
3720,separator,CODE,3720
3721,oops,CODE,3721
3722,without text nt load next call made means message pointless,DEFECT,3722
3723,this needs updated simply pass spec object,DESIGN,3723
3724,inference type depends method normal bootstrap confidence,ALGORITHM,3724
3725,nt work yet numeric size values fsizeprv setfont list size svalue h obj,DEFECT,3725
3726,hackish way support posixct parameter rows returned,CODE,3726
3728,replaces janitor cleannames,CODE,3728
3729,check enconding file pick highest prob doesnt work leave reference myencoding stringi striencdetect filepath mytempdir curriculoxml myencoding myencoding encoding,CODE,3729
3730,setting na replacement this nt work well,DEFECT,3730
3731,data vomit options,USABILITY,3731
3732,seploc method genclone objects note efficient difficult work around method genind objects forced genind objects later,ARCHITECTURE,3732
3733,simpsonsreference do thoses arrows like double arrows simpsonsreference,CODE,3733
3734,simpsonsreference do thoses arrows like double arrows simpsonsreference,CODE,3734
3738,get running total removal could probably make faster tricks,ARCHITECTURE,3738
3739,we re done record extra data fun profit filter shite get pvalue less,USABILITY,3739
3740,should change names,CODE,3740
3741,nocov start,TEST,3741
3742,nocov end,TEST,3742
3743,nocov start,TEST,3743
3744,nocov end,TEST,3744
3745,nocov start,TEST,3745
3746,nocov end,TEST,3746
3747,nocov start,TEST,3747
3748,nocov end,TEST,3748
3749,nocov start,TEST,3749
3750,nocov end,TEST,3750
3751,nocov start,TEST,3751
3753,nocov start,TEST,3753
3755,nocov start,TEST,3755
3756,nocov end,TEST,3756
3757,nocov start,TEST,3757
3758,nocov end,TEST,3758
3759,nocov start,TEST,3759
3760,nocov end,TEST,3760
3761,nocov start,TEST,3761
3763,document datasets need specify doctype name forget null end,DOCUMENTATION,3763
3765,nocov start,TEST,3765
3766,nocov end,TEST,3766
3767,nocov start,TEST,3767
3768,nocov end,TEST,3768
3769,nocov start,TEST,3769
3770,nocov end,TEST,3770
3772,nocov end,TEST,3772
3773,nocov start,TEST,3773
3775,nocov start,TEST,3775
3776,nocov end,TEST,3776
3777,nocov start,TEST,3777
3778,nocov end,TEST,3778
3779,nocov start,TEST,3779
3780,nocov end,TEST,3780
3781,nocov end,TEST,3781
3783,this weird step satisfy notes check,BUILD,3783
3784,kmp time resolution always second class vector eg object class eof comb field month zoo following line replace comb instead month class annual,ALGORITHM,3784
3785,kmp time resolution always second class vector eg object class eof comb field month zoo following line replace comb instead month class annual,ALGORITHM,3785
3786,shift coredata start december this works monthly data,DEFECT,3786
3787,test presens narm argument list crude fix satisfactory one fails funprimitive function,TEST,3787
3789,making s3 class might useful what think,DESIGN,3789
3790,work raw matrices rather zoo class avoid surrises x coredata x y coredata z matrix rep na d2 d1 d1 d2 d1 d1,CODE,3790
3792,am need update file name problem meta file contain elements,DESIGN,3792
3793,todo wind direction get dd06 dd12 dd18 perform average,ALGORITHM,3793
3794,kmp added crossval dsdefault any reason shoud nt,ALGORITHM,3794
3795,dst2mseasonfield working order ds dst2mseasonfield yy xx biascorrectbiascorrect methodmethod swsmswsm mm rmtrendrmtrend ipip verboseverbose,DEFECT,3795
3797,kmp looping seasons work eof object i added temporary fix turning multiseason eof object field selecting season this could result serious loss information,DEFECT,3797
3798,index yrev index nt work,DEFECT,3798
3799,an attempt set size symbols automatically fails ss list,TEST,3799
3800,am commented kmp uncommented colour palette defintion otherwise map2sphere nt work define colour palette,DEFECT,3800
3801,result dataframe xcolmeans y ycolmeans z zc map for,CODE,3801
3802,inherits day x aggregate x list asdate index x funmean reb line actually it causes errors,DEFECT,3802
3803,workaround server wo nt give time steps,CODE,3803
3804,quick fix,CODE,3804
3805,quick fix,CODE,3805
3806,for reason column names newdata muddled hence xnames used enforce names x1 x2 x3 xnames paste x neofs sep,CODE,3806
3808,for reason column names newdata muddled hence xnames used enforce names x1 x2 x3,CODE,3808
3809,kmp changed include model attrcp is reason copy model,CODE,3809
3811,kmp agrscly needed verbose true aggregate agrscly matchfun fun else reb matchfun caused problems as4seasons funmatchfun fun dateindextrue reb matchfun caused problems,CODE,3811
3812,why replace meta data start end stationmeta start rep itrng length stationmeta loc stationmeta end rep itrng length stationmeta loc,CODE,3812
3813,available stations ghcn data not run,DEFECT,3813
3815,reb hack old code took forever,CODE,3815
3816,end hack meant streamline use reb,CODE,3816
3817,reb hack set end systime,CODE,3817
3818,reb endofhack,CODE,3818
3819,temporary fix daylight saving time should try find solid solution,CODE,3819
3820,kmp ddd nt work d0 ie cyclone stationary steps,DEFECT,3820
3821,kmp weird problem cexaxis found even though argument function it looks like cexaxis exists applying print following error message shows warning restarting interrupted promise evaluation error print cexaxis object cexaxis found temporary fix,DEFECT,3821
3822,quick fix,CODE,3822
3823,qqtransform temp n1 n2 year year given interval,REQUIREMENTS,3823
3824,x subset x isgood nt work annualseasonal data,DEFECT,3824
3825,kmp tim defined,DEFECT,3825
3826,kmp nc defined created opened file,DEFECT,3826
3827,let s make sure changes output es break mapa,DEFECT,3827
3829,todo validate input,CODE,3829
3830,cant remember i put null,CODE,3830
3832,final build returns nulls bitch troubleshoot,CODE,3832
3833,keep groupvar step1score since might fuck shit downstream autoscoring ignore nonmodelfeatures throw everything otherwise use chin names step1score chin modelfeatures step1score sd sdcols setdiff names step1score else step1score,CODE,3833
3834,concerned drift term true false function predictarima modification gets3method predict arima xregs negative consequences output looks terrible grid grid includedrift true differences,DESIGN,3834
3835,error 3g 1xregs carma error object id found perhaps intended thirdgroup date dept thirdgroupstore thirdgroupdept,CODE,3835
3837,make sure ratio nan devision zero put zero back temp stupid michel fix,PEOPLE,3837
3838,make sure ratio nan division zero put zero back temp stupid michel fix,PEOPLE,3838
3839,make sure value diagonal v temp stupid michel fix,PEOPLE,3839
3840,overview qc fails,DEFECT,3840
3843,workaround windows mix forward backward slashes,CODE,3843
3844,we nt really end knows,CODE,3844
3845,workaround when running radian commandargs reflect started https githubcomrandy3kradianissues23 issuecomment375078246,CODE,3845
3848,workaround rstudio console load rdata file soon base readline utils menu graphics false called startup process https githubcomrstudiorstudioissues5844 instead use tcltk dialog if possible produce warning default yes,CODE,3848
3849,workaround rstudio console show base readline prompt startup process https githubcomrstudiorstudioissues5842,CODE,3849
3850,hack only register vignette engine startup selfonly r cmd build,CODE,3850
3851,because onload hack could one day r updated package vignettes build if try detect,CODE,3851
3852,workaround on appveyor ci vignettes dropped built running covr rcmd used,BUILD,3852
3853,ci make sense method,BUILD,3853
3854,todo labelmain necessary seems,CODE,3854
3855,todo labelmain necessary seems,CODE,3855
3856,try method rd work qf good either throw error,DEFECT,3856
3857,here compatibility old mgcviz versions argument name showreps,CODE,3857
3859,fixme remove may,CODE,3859
3861,fixme remove may,CODE,3861
3862,fixme remove may,CODE,3862
3863,fixme do remove march,CODE,3863
3868,fixme blank entries result closing tags eml written file need function set elements value null,DEFECT,3868
3871,fixme blank entries result closing tags eml written file need function set elements value null,DEFECT,3871
3873,check multiple geographic coverage inputs fixme on may remove support boundingboxestxt,CODE,3873
3874,create taxonomiccoverage two sources taxonomic coverage supported the taxonomiccoverage eml node xml file read inserted emld list object makeeml creates the taxonomiccoveragetxt template listing taxa authorities attempts made get full hierarchy taxonomic rank values taxa render eml fixme create methods adding taxonomic authorities only itis currently supported fixme allow taxonomic hierarchies supplied table ie align taxonomiccoveragetxt taxonomiccoverage option eml setcoverage,REQUIREMENTS,3874
3875,create methodstep provenance get provenance metadata data package edi data repository fixme support inputs provenancetxt metadata template fixme support provenance metadata models used eml based repositories,REQUIREMENTS,3875
3876,fixme calculate precision numeric attributes alternatively added attributes template precision manually defined metadata creator,REQUIREMENTS,3876
3877,set physical fixme autodetect numheaderlines fixme move ediutils geteol emlassemblyline,DESIGN,3877
3880,fixme dataurl deprecated remove support argument march,CODE,3880
3881,fixme convert na expected eal funcitons assume na listed missingvaluecode attributes template unless accompanied missingvaluecodeexplanation,REQUIREMENTS,3881
3883,fixme eml supports markdown pass adjust section https githubcomropensciemlissues298 fixed,BUILD,3883
3884,docx well supported eml settexttype refactoring funcions underlying code improves performance,ARCHITECTURE,3884
3885,fixme remove rows empty keywords,CODE,3885
3886,fixme homogenize case role field ie use tolower,CODE,3886
3890,fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3890
3892,datetimeformatstring remaining datetimeformatstring prompts removed fixme update look characters date time format string character set eg ymd hms implement metadata quality check functions developed see github issue,CODE,3892
3893,fixme codes all codes table column listed,CODE,3893
3894,fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3894
3895,fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3895
3899,change raster class coercion raster extract nb indexes slow,ARCHITECTURE,3899
3900,needs fixing,CODE,3900
3901,dbq quick dirty tools meaning saving state disk use print statements languages,CODE,3901
3902,dbq quick dirty debugging tools,CODE,3902
3903,quick dirty debugging printingsaving files,CODE,3903
3904,works,CODE,3904
3905,check,CODE,3905
3906,todo code make repeated attempts order find port,DESIGN,3906
3907,manually quantile works character vectors todo clark what happens breaks unique test,TEST,3907
3908,new file called node tmp paste newbasename ndigs sep cmd paste myfilename filechunkname tmp sep clusterexport cls cmd envirenvironment clusterevalq cls eval parse textcmd start building writetable call tmp paste dname myfilename sep column names new files clusterevalq cls eval parse textcmd cncmd paste colnames dname sep clusterexport cls cncmd envirenvironment clusterevalq cls cnames eval parse textcncmd finish pasting writetable command run writecmd paste writetable tmp rownamesfalse colnamescnames sep sep sep clusterexport cls writecmd envirenvironment clusterevalq cls eval parse textwritecmd,CODE,3908
3909,need write chunk global worker node need convoluted workaround avoid cran check s aversion globals even though globals worker nodes uwe ligges cran advised workaround based globalvariables nt work anyway uwe big cran automated ie special human intervention wants workaround involves surreptitious assign,BUILD,3909
3910,todo clark write function distribunique function cls ynames dataname,PEOPLE,3910
3911,workaround https githubcomhadleytestthatissues86,TEST,3911
3912,todo clark need able pass ndigs probably newbasename,PEOPLE,3912
3913,todo use seconds hms objects avoid confusion,CODE,3913
3915,todo validate startdate enddate defined calendartxt,CODE,3915
3916,todo rewrite synthesized sample data,TEST,3916
3918,todo rewrite synthesized sample data,TEST,3918
3919,does nt work,DEFECT,3919
3920,single records nt work line letspresabpointsr probably big deal noone uses single records,DEFECT,3920
3921,cran check,BUILD,3921
3923,fix global variable nagging build,BUILD,3923
3924,fix check,BUILD,3924
3925,otscreatetidydata fails invalid cachefile input,CODE,3925
3926,otscreatetidydata fails nonexisting product code,CODE,3926
3927,otscreatetidydata fails nonexisting product string,CODE,3927
3928,otscreatetidydata fails country match,CODE,3928
3929,otscreatetidydata fails country string,CODE,3929
3930,otscreatetidydata fails wrong optional parameters,CODE,3930
3931,otscreatetidydata fails multiple country match,CODE,3931
3932,foo slope,ARCHITECTURE,3932
3933,na data row number,CODE,3933
3934,work bird move time zones dusk,DEFECT,3934
3935,i decided currmat needed anymore indextab mainindex which names indextab mainindex currmat need double checked,CODE,3935
3936,main question remove weights probably easiest way would add 1nparticles last column,ALGORITHM,3936
3937,new idea could skip saving results save points transitions outputting anyways this help avoiding sort allresults proved slow save points isnull points points vector mode list,ARCHITECTURE,3937
3938,simulationsfunctionsr functions used right befre version work,ALGORITHM,3938
3939,new trick let s try load real track,CODE,3939
3940,start now need add stupid old part create outobject processing dusk,DESIGN,3940
3942,stupid brute force function etimate parameter values minute scale,CODE,3942
3943,new trick let s try load real track,CODE,3943
3944,notzero loglight loglightborders loglight loglightborders logirrad logirradborders version impute onboundaries turned false figured cut low log irradiance added,CODE,3944
3946,export export needed,DESIGN,3946
3948,todo i could add optional filters eg isoa3,CODE,3948
3949,add shp exists test s needed readogr,TEST,3949
3950,beware seeming natearth bug extra n geonunit todo report bug natural earth admin factor w levels afghanistan geonunit factor w levels afghanistan,DEFECT,3950
3951,todo should i add checks statresult like contains na values i maybe tests final posterior samples issue varning nas nulls similar,TEST,3951
3952,plothistogram exported need cheat,DESIGN,3952
3953,todo why pass using test checking package,TEST,3953
3954,as tests might occasionally fail,TEST,3954
3955,as tests might occasionally fail,TEST,3955
3956,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3956
3957,fixme throw errormessage,USABILITY,3957
3958,fixme throw errormessage,USABILITY,3958
3959,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3959
3961,fixme put utilsr better name basically reps data scalar closest observation median observations,CODE,3961
3962,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3962
3963,fixme put utilsr better name basically reps data scalar closest observation median observations,CODE,3963
3964,handle case fitted matrix extendedfamilies needs involved mvn multinom familities,REQUIREMENTS,3964
3965,fixme exclude smooths fixed scales,ALGORITHM,3965
3967,choose evaluate smooth fixme bs also,ALGORITHM,3967
3968,extend levels global smoother later,ALGORITHM,3968
3969,extend levels global smoother later,ALGORITHM,3969
3970,isfac isfactor mf term term factor,CODE,3970
3973,fixme offset null i nt think need offset really shifts response around,REQUIREMENTS,3973
3974,smoothterms removed,CODE,3974
3975,create mgcv alike labels smooths fixme make work continuous,DEFECT,3975
3976,plt draw fixme need update draw works fs smooths expectdoppelganger draw issue derivatives factor plt,DEFECT,3976
3977,simulate given potentially present exactly model fitted,TEST,3977
3978,fixme plt draw sm2 alpha vdiffr expectdoppelganger draw smoothsamples gam m2 plt,DEFECT,3978
3979,code tried efficient column list eventually i ll figure better way construct data frame ll use ragged version json getjson name params return asdataframe docall rbind json ename,ARCHITECTURE,3979
3982,this memory hungry efficient might work,ARCHITECTURE,3982
3983,this ugly gets met files,CODE,3983
3985,i might need prevent imputation charactersfactors,CODE,3985
3986,this apsim classic work,CODE,3986
3987,could use instead i guess run apsimx command line,CODE,3987
3988,what length equals zero,CODE,3988
3990,why i create null variable,CODE,3990
3991,os independent cleanup risky,CODE,3991
3992,this super memorey hungry efficient might work,ARCHITECTURE,3992
3993,really dumb,CODE,3993
3994,this looks dumb i d rather need new package simple task,CODE,3994
3995,for edit one file time,DEFECT,3995
3996,not sure minimum set required parameters,DESIGN,3996
3998,for changing components soil might make little sense,ALGORITHM,3998
3999,i might replace things one one,CODE,3999
4000,i assume extention included only use name file strsplit file fixed true,DESIGN,4000
4001,for edit one file time,DEFECT,4001
4002,extracting soil depths may i move function apsiminternalsr t2d thickness depth,DESIGN,4002
4003,soil depths naming columns it seems depth explicitly exposed but thickness,ALGORITHM,4003
4005,i keep one hard coded simple,CODE,4005
4006,the lines hardcoded could used want restrict variables inspect poolsparms c poolname residuetype mass cnratio cpratio standingfraction,CODE,4006
4007,root i think everything i might want look childrenchildren node it looks like i need find modelscoresimulation node,DESIGN,4007
4008,at point seems work node third level go this intended used handle missing nodesubsubchild gracefully,DEFECT,4008
4010,this might wrong without parm argument,DEFECT,4010
4011,let s assume list multiple elements should nt catparm able handle,DESIGN,4011
4013,what i get data power,REQUIREMENTS,4013
4016,would happen one study selected instruments chromosome better handle,DEFECT,4016
4019,really way s3 system work,DESIGN,4019
4020,sometimes anyduplicated founds duplicates although duplicates,DEFECT,4020
4021,j ignores paths portable widnows,ARCHITECTURE,4021
4023,fixme server currently accepts multiplart form uncompressed contents server fixed support component bundle properly unpack push,ARCHITECTURE,4023
4025,spd also available used kts,CODE,4025
4027,todo implement object list r,DESIGN,4027
4028,todo implement object list r,DESIGN,4028
4029,todo implement object list r,DESIGN,4029
4031,todo rework,CODE,4031
4033,todo change paramdef default,CODE,4033
4034,todo might never reached,CODE,4034
4036,v05 two arguments todo think overwrite all,CODE,4036
4037,v05 two arguments takes array todo think overwrite any,CODE,4037
4040,used matchcall seem nt resolve pipe something like data,DEFECT,4040
4041,todo maybe check islist try assignable,CODE,4041
4042,todo check variables assign,CODE,4042
4043,todo decide useful,CODE,4043
4044,todo rebuild,BUILD,4044
4045,probably deep copy object body problem index addressed variable parent environment this causes problem call time index resolve means usually last element list used process time solution serialize index gsub quote make asname ascall,DESIGN,4045
4046,used matchcall seem nt resolve pipe something like data,DEFECT,4046
4047,todo maybe check islist try assignable,CODE,4047
4048,create kfold function accept user defined groups need stepwise within i guess robust check parameters combine output let take presencesy absence makes binomial kfold presences sdm doesnt need spatial spit sum cpo well dic waic predobs data standardised residuals deal invariant,ARCHITECTURE,4048
4050,why sss sss completecases sss,CODE,4050
4051,put together replace function,DESIGN,4051
4054,fixme would someone restrict maps,ALGORITHM,4054
4055,fixme 2x envir,CODE,4055
4056,fixme exported batchjobs,DESIGN,4056
4057,reached line error occurred imputeerror null null stop,DEFECT,4057
4058,reached line error occurred imputeerror null null stop,DEFECT,4058
4059,i sure need without crash multicore,DEFECT,4059
4060,fixme onexit error happens function,ALGORITHM,4060
4062,fixme clean log files,USABILITY,4062
4063,fixme r cmd check run true batch systems maybe check make test run make check locally,BUILD,4063
4064,fixme bad hack reason using testpackage opening socked node blocks r cmd check really want test least one real parallel mode cran,BUILD,4064
4065,fucking crappy broken apparently namepath changes depending i run test,TEST,4065
4066,fixme wait https githubcomhadleytestthatissues460 fixed parallelstartbatchtools logging true storagedir storagedir partest2 storagedir parallelstop,TEST,4066
4067,cran allows mpi mode testing fixme problem socket mode test test cran anyway fixme spurious errors ci well rmpi bad,TEST,4067
4068,cran allows multicore mode testing fixme i also get strange messages make test interactive test apparently i really use pkg warning selectchildren ac error interrupted system call select,TEST,4068
