project,sha,text,label,indicator,document_index,subset
ignite,f13970678a99adb3280f43d0da01c7e276ed219d,# IGNITE-249 Cleanup VisorEventsCommand class.,code_debt,low_quality_code,444,train
accumulo,5dbb9695f9af0dc0df4d8eee345588d761a4af90,ACCUMULO-315 fix hang when table merge is unnecessary; added utility to print merge state,code_debt,low_quality_code,445,train
drill,5015d0e9b70092af0b9cb475ec3e748583c4c897,"DRILL-7583: Remove STOP status from operator outcome
Now that all operators have been converted to throw
exceptions on error condistions, the STOP status is
unused. This patch removes the STOP status and the
related kill() and killIncoming() methods. The
""kill"" methods are replaced by ""cancel"" methods which
handle ""normal"" case cancellation, such as for
LIMIT.
closes #1981",code_debt,non-optimal_design,446,train
incubator-mxnet,6562a8c9d661191c2ce6ec0b2d48e16a7d818ec7,"1x1 convolution acceleration (#7613)
* 1x1 convolution acceleration
* GEMM directly without im2col or col2im in 1x1 convolution(stride=1,pad=0). The 1x1 convolution is used very common in modern CNN networks such as Googlenet/Inception/Resnet/Mobilenet etc.
* cpplint
* fix linalg_impl (#7611)
* fix linalg_impl
* fix
* fix
* fix
* set build status to success only after job ends (#7628)
Earlier code marks status as success initially. So any new PR shows jenkins status as success if we see the check mark on github. On opening the full build status, we see that builds haven't even started or are running. 
If something fails, variable changes to failure then. So even without this merge, a red mark on github indicates that build has failed correctly. That behavior is unchanged.
* Fix build status of a test (#7629)
installs bc required by sh2ju.sh and changes the regex match to capital alphabet as it clashes with a warning thrown by opencv driver
* entire codebase build with mshadow_use_clas=0 (#7625)
* Update README.md (#7630)
*  unit test for csv iter, doc update for libsvmiter (#7623)
* add unit test for csv iter
* fix lint
* add libsvm to mxnet.io doc
* update libsvm doc
* gpu access of ndarray (#7496)
* gpu access of ndarray
* gpu access from C++ api
* gpu access fix
* Update c_api.cc
* Update c_api.cc
* refactor cudnn algo reg to no use string (#7561)
* refactor cudnn algo reg to no use string
* refactor ctx list
* fix
* refactor save_inputs
* Update io.md (#7634)
* fix tests (#7633)
* explicitly install openjdk8
* handle earlier version of ubuntu
* install software-properties-common
* update -y
* update commands
* Indents correction
* Add script to build doc files for all versions (#7636)
* Add script to build doc files for all versions
* Fix
* Use add versipn script of each different version
* add fashion mnist and move mnists to s3 (#7635)
* add fashion mnist and move mnists to s3
* refactor
* add doc for dataset (#7644)
* Change apache package URL to https (#7622)
* Pip installer for CoreML Converter: mxnet-to-coreml (#7624)
* Fixing CoreML converter's README: typos/grammar/etc.
* CoreML converter README update: Talk about layers first and then about models.
* Providing examples on converting various standard models; calling out issues with InceptionV3.
* Fixing CoreML converter's README: typos/grammar/etc.
* CoreML converter README update: Talk about layers first and then about models.
* Providing examples on converting various standard models; calling out issues with InceptionV3.
* Pip installer for converter: mxnet-coreml-converter.
Runs only on MacOS and python 2.7. Once inside the directory pip_package, user needs
to run:
python setup.py bdist_wheel
twine upload dist/*
Once uploaded it'll look like this:
https://testpypi.python.org/pypi/mxnet-coreml-converter
Also updated the README for converter to reflect this.
Note that we are going with a package per tool for the time being. Please leave feedback if you think it is better to adopt the policy of all the tools in one single package.
Unit tests continue to pass.
* More informative pypi package documentation.
* Updating MacOS in release notes to 10.11 after testing on it.
* Changing the name to mxnet-to-coreml and version to 0.1.0.
* Added license to setup.py
* Updating readme files with the correct pip package name.
* Parallelize windows unit tests of python 2 and 3 in jenkins (#7646)
* parallelize python windows tests
* reordered for clarity
* Removed asset loaded insecurely and added the asset to be loaded from the origin securely (#7649)
* skip failing test temporarily (#7648)
* lower really high threshold to fix test failure (#7650)
* Doc updates for install and doc generation (#7647)
* fluent (#7584)
* add 1x1 convolution to tests
* indent
* Refactor random linalg contrib namespaces (#7604)
* Refactor namespaces contrib, linalg, random, and sparse for op registration
Change examples in documentation
Change namespace usage in examples
Fix pylint
Remove unused import
Switch name and alias in linalg and random
Change stype comparison from string to int for functions used internally
Change documentation to use the right namespace
Register ops under ndarray/op.py and symbol/op.py
Remove unused import
Change .cu op names
* Add __all__ to ndarray and symbol modules
* Revert ""Add __all__ to ndarray and symbol modules""
This reverts commit 8bc5de77bfdb40ff48dc570e2c6c49ec5d43ea64.
* Add __all__ to ndarray and symbol modules
* fix gluon fasionmnist dataset (#7655)
fix gluon fasionmnist dataset
* Parallelize Python 2 and 3 unit test cases in Jenkins CI. (#7658)
* Parallelize Python 2 and 3 unit test cases.
* Parallelize python 2 and 3 unit tests cases in jenkins
* Parallelize python 2 and 3 unit tests cases in jenkins
* Change namespace and make logging functionality changes (#7627)
* Change namespace and make logging functionality changes
* Help comment changes
* update mklml and mkl mac support (#7587)
* 1x1 convolution acceleration
* GEMM directly without im2col or col2im in 1x1 convolution(stride=1,pad=0). The 1x1 convolution is used very common in modern CNN networks such as Googlenet/Inception/Resnet/Mobilenet etc.
* cpplint
* Indents correction
* add 1x1 convolution to tests
* indent
* 1x1 convolution acceleration
* GEMM directly without im2col or col2im in 1x1 convolution(stride=1,pad=0). The 1x1 convolution is used very common in modern CNN networks such as Googlenet/Inception/Resnet/Mobilenet etc.
* cpplint
* Indents correction
* add 1x1 convolution to tests
* indent
* cpplint
* indent",documentation_debt,low_quality_documentation,447,train
cassandra,3db30aab98e8ca568b006273b533ae68f448f3ac,"Remove unnecessary file existence check during anticompaction.
Patch by marcuse; reviewed by Paulo Motta for CASSANDRA-11660",code_debt,low_quality_code,450,train
hadoop,e5ed91aff713910e90c06617409fec967393663a,YARN-695. Remove masterContainer and status unused fields from ApplicationReportProto and fix bugs in ApplicationReportPBImpl. Contributed by Zhijie Shen.,code_debt,dead_code,451,train
reef,b614a8109983a931211053188ece77bea0dd0148,Fix typo in png,documentation_debt,low_quality_documentation,453,train
cloudstack,44a5cce9b76a3c917a50e8ff9a7d7c670c354171,bug 7088: show full error message when adding volume fails.,code_debt,low_quality_code,454,train
flink,26cd5225c732ce5f95d4b422e8bd89237f130ae4,[hotfix][docs][config] Remove leftover files,code_debt,dead_code,455,train
tinkerpop,9bd5619c52fb75ef6d44073015c47a09142e7a01,"fix typo in docs (""be sure to traverser"")",documentation_debt,low_quality_documentation,456,train
jmeter,359c145addaff1df9c2992823fac8f2373c03f0d,Formatting,code_debt,low_quality_code,457,train
echarts,cc021d5781fe0e1ca14514fce4266fcf1071e419,fix: typo in comment (#13933),documentation_debt,low_quality_documentation,459,train
camel-k,2ce3c2467af8308a623d7691c20d3925ea888d42,swith to full in-memory java compiler and some minro cleanup,code_debt,low_quality_code,460,train
spark,7d05d02bffe5f1c4fbf955664bcc87e38ce01f5f,"[SPARK-13637][SQL] use more information to simplify the code in Expand builder
## What changes were proposed in this pull request?
The code in `Expand.apply` can be simplified by existing information:
* the `groupByExprs` parameter are all `Attribute`s
* the `child` parameter is a `Project` that append aliased group by expressions to its child's output
## How was this patch tested?
by existing tests.
Closes #11485 from cloud-fan/expand.",code_debt,complex_code,461,train
trafodion,8b6deb4a089125bc41a05656366f163831f65285,[TRAFODION-2810] fix typo in provisioning guide,documentation_debt,low_quality_documentation,462,train
incubator-mxnet,7213e3d8008657786724c81955e86b69b981bccd,Remove debug print (#2245),code_debt,low_quality_code,463,train
spark,b7277e03d1038e2a19495c0ef7707e2d77937ccf,"[SPARK-19495][SQL] Make SQLConf slightly more extensible
## What changes were proposed in this pull request?
This pull request makes SQLConf slightly more extensible by removing the visibility limitations on the build* functions.
## How was this patch tested?
N/A - there are no logic changes and everything should be covered by existing unit tests.
Closes #16835 from rxin/SPARK-19495.",code_debt,non-optimal_design,466,train
spark,b97ddff000b99adca3dd8fe13d01054fd5014fa0,"[SPARK-7684] [SQL] Refactoring MetastoreDataSourcesSuite to workaround SPARK-7684
As stated in SPARK-7684, currently `TestHive.reset` has some execution order specific bug, which makes running specific test suites locally pretty frustrating. This PR refactors `MetastoreDataSourcesSuite` (which relies on `TestHive.reset` heavily) using various `withXxx` utility methods in `SQLTestUtils` to ask each test case to cleanup their own mess so that we can avoid calling `TestHive.reset`.
Closes #6353 from liancheng/workaround-spark-7684 and squashes the following commits:
26939aa [Yin Huai] Move the initialization of jsonFilePath to beforeAll.
a423d48 [Cheng Lian] Fixes Scala style issue
dfe45d0 [Cheng Lian] Refactors MetastoreDataSourcesSuite to workaround SPARK-7684
92a116d [Cheng Lian] Fixes minor styling issues",code_debt,non-optimal_design,469,train
spark,d3a302defc45768492dec9da4c40d78d28997a65,"[SQL] Fixed expression data type matching.
Also took the chance to improve documentation for various types.
Closes #5675 from rxin/data-type-matching-expr and squashes the following commits:
0f31856 [Reynold Xin] One more function documentation.
27c1973 [Reynold Xin] Added more documentation.
336a36d [Reynold Xin] [SQL] Fixed expression data type matching.",documentation_debt,low_quality_documentation,471,train
hbase,6c6c7c51f6bd31af1fa99e3d76ab54a7613c4086,HBASE-14089 Remove unnecessary draw of system entropy from RecoverableZooKeeper,code_debt,low_quality_code,472,train
spark,d8220c1e5e94abbdb9643672b918f0d748206db9,"[SPARK-16435][YARN][MINOR] Add warning log if initialExecutors is less than minExecutors
## What changes were proposed in this pull request?
Currently if `spark.dynamicAllocation.initialExecutors` is less than `spark.dynamicAllocation.minExecutors`, Spark will automatically pick the minExecutors without any warning. While in 1.6 Spark will throw exception if configured like this. So here propose to add warning log if these parameters are configured invalidly.
## How was this patch tested?
Unit test added to verify the scenario.
Closes #14149 from jerryshao/SPARK-16435.",code_debt,low_quality_code,473,train
commons-lang,97906e5c3d82230a2a52bb5f57227372876eb953,Checkstyle,code_debt,low_quality_code,474,train
usergrid,c692c0f9ab7905b24b123578bee125657f9ff5cf,Style fixes,code_debt,low_quality_code,475,train
trafficserver,05423d2b859a2d3614e1b3c7719a0a69b0864e2c,"Coverity CID #1267799 Resource leak
Coverity CID #1241990 Resource leak",code_debt,non-optimal_design,476,train
cloudstack,c0936fecbc76e5b825b2bf95f42125511611b8ca,fixed a typo,documentation_debt,low_quality_documentation,477,train
arrow,874666a61c4c7bf9f1242d8bb05274b7d1bbe2bd,"ARROW-816: [C++] Travis CI script cleanup, add C++ toolchain env with Flatbuffers, RapidJSON
Closes #537 from wesm/ARROW-816 and squashes the following commits:
16992b6 [Wes McKinney] Disable Travis CI cache on OS X. brew install ccache
4621d2d [Wes McKinney] Fix variable name
dc86821 [Wes McKinney] Fixes for integration tests Travis script
5e2c226 [Wes McKinney] Change file mode
ed4be57 [Wes McKinney] Travis CI script cleanup, add C++ toolchain env with flatbuffers, rapidjson",code_debt,low_quality_code,478,train
usergrid,3a5508792747564a5e6282f3db012901cac28605,"Merge branch 'two-dot-o' of https://github.com/usergrid/usergrid into USERGRID-140_partial_updates
# By Askat Asanaliev (15) and others
# Via Yigit Sapli (4) and others
* 'two-dot-o' of https://github.com/usergrid/usergrid: (22 commits)
  fixing wrong test completion percentage values in chop web UI
  USERGRID-141 - [CHOP] Improve UI usability... - Fixed issues with runner status
  USERGRID-141 - [CHOP] Improve UI usability... - Fixed issues with runner status
  DPS-1010: creating stack.json and the start of some scripts with instructions
  USERGRID-141 - [CHOP] Improve UI usability... - Clean up legacy code
  USERGRID-141 - [CHOP] Improve UI usability... - Runners status form
  USERGRID-141 - [CHOP] Improve UI usability... - User keys management
  USERGRID-141 - [CHOP] Improve UI usability... - User management
  USERGRID-141 - [CHOP] Improve UI usability... - Completed all the charts
  USERGRID-141 - [CHOP] Improve UI usability... - Refactored the chart layout
  USERGRID-141 - [CHOP] Improve UI usability... - Refactored the module list window
  [CHOP] Fixed NoNodeAvailableException with embedded ES - set the startup pause to 5000 ms
  USERGRID-141 - [CHOP] Improve UI usability... - Iterations chart layout
  chop/USERGRID-138 Stop and Reset operations are working
  USERGRID-141 - [CHOP] Improve UI usability... - Runs chart layout
  USERGRID-141 - [CHOP] Improve UI usability... - Overview chart layout
  chop/USERGRID-138 Start operation is working
  USERGRID-141 - [CHOP] Improve UI usability... - User list window
  USERGRID-141 - [CHOP] Improve UI usability... - Module list window
  chop/USERGRID-138 chop webapp dao refactoring
  ...",code_debt,dead_code,479,train
hbase,7c93098210d5f17242857a9a0148b4b26ff7aaae,HBASE-14256 Flush task message may be confusing when region is recovered (Gabor Liptak),code_debt,low_quality_code,481,train
cloudstack,caa8aaf6fedce1df455dcd46fcaed266af05420e,"Bug 11522 - New agent manager
clean up events, status of agent",code_debt,low_quality_code,482,train
fineract,8c65696d491a5b232876c4f097b6d00516a0a31b,reduce excessive logging causing Travis CI problems (FINERACT-800),code_debt,low_quality_code,483,train
incubator-mxnet,ddfd9e486f7664b6bac17e6e393dfc0bcc0e9586,"Resolve minor docs issues (#19062)
* set_lower_bound(1) so that stride is not zero
in issue: https://github.com/apache/incubator-mxnet/issues/18942, an error was occurring where strides became zero. to solve the issue, the lower bounds of stride1 and stride2 have been set to 1.
* small typo
'use_unifrom' changed to 'use_uniform'
* add tests to check lower bound
checking that stride1 and stride2 are be greater than zero
* Update test_operator.py
* documentation error
name is not a parameter. issue: https://github.com/apache/incubator-mxnet/issues/19001
* data is the parameter, not input
solves issue: https://github.com/apache/incubator-mxnet/issues/19000
* fix docs
threshold is not a parameter. issue: https://github.com/apache/incubator-mxnet/issues/18999
* fix docs
context 'ctx' is not a parameter. issue: https://github.com/apache/incubator-mxnet/issues/18990
* fix indentation
issue: https://github.com/apache/incubator-mxnet/issues/18988",documentation_debt,low_quality_documentation,484,train
bigtop,e489faa631d3d3c199e7186c0d64ce09e6acb1e5,"BIGTOP-2798 Apex component has duplicate slf4j binding
Closes #231",code_debt,duplicated_code,485,train
spark,3bead67d5926a2a798ca0e2bc71e747380493787,"[SPARK-4387][PySpark] Refactoring python profiling code to make it extensible
This PR is based on #3255 , fix conflicts and code style.
Closes #3255.
Closes #3901 from davies/refactor-python-profile-code and squashes the following commits:
b4a9306 [Davies Liu] fix tests
4b79ce8 [Davies Liu] add docstring for profiler_cls
2700e47 [Davies Liu] use BasicProfiler as default
349e341 [Davies Liu] more refactor
6a5d4df [Davies Liu] refactor and fix tests
31bf6b6 [Davies Liu] fix code style
0864b5d [Yandu Oppacher] Remove unused method
76a6c37 [Yandu Oppacher] Added a profile collector to accumulate the profilers per stage
9eefc36 [Yandu Oppacher] Fix doc
9ace076 [Yandu Oppacher] Refactor of profiler, and moved tests around
8739aff [Yandu Oppacher] Code review fixes
9bda3ec [Yandu Oppacher] Refactor profiler code",code_debt,low_quality_code,486,train
spark,5c7422292ecace947f78e5ebe97e83a355531af7,Remove more dead code from test.,code_debt,dead_code,487,train
madlib,dfeffb6548e5816c8705131f092a50d304b671d3,"PCA: Minor bug and doc fixes
JIRA: MADLIB-948
Minor fixes:
-Added online help for pca_train and pca_sparse_train
-Unified error messages for clarity
-Fixed bug with a variance border case(1.0)
-Fixed docs to reflect correct mean table/column name
-Fixed docs to reflect the allowed ranges for components_param",code_debt,low_quality_code,489,train
spark,ab9128fb7ec7ca479dc91e7cc7c775e8d071eafa,"[SPARK-6949] [SQL] [PySpark] Support Date/Timestamp in Column expression
This PR enable auto_convert in JavaGateway, then we could register a converter for a given types, for example, date and datetime.
There are two bugs related to auto_convert, see [1] and [2], we workaround it in this PR.
[1]  https://github.com/bartdag/py4j/issues/160
[2] https://github.com/bartdag/py4j/issues/161
cc rxin JoshRosen
Closes #5570 from davies/py4j_date and squashes the following commits:
eb4fa53 [Davies Liu] fix tests in python 3
d17d634 [Davies Liu] rollback changes in mllib
2e7566d [Davies Liu] convert tuple into ArrayList
ceb3779 [Davies Liu] Update rdd.py
3c373f3 [Davies Liu] support date and datetime by auto_convert
cb094ff [Davies Liu] enable auto convert",code_debt,non-optimal_design,490,train
accumulo,064f2227243f0a851b9013e67d76ccb9b3918a97,"ACCUMULO-1680 Added deleteauths shell command to reciprocate the addauths command
The ticket leaves an option for two commands.  The addauths commands was already added.
The ticket also suggests a transaction add/remove command using an atomic operation.
This was not done.  Not sure it is necessary.  It involves adjusting the API for the security operations and adding
more complex code in the zookeeper interaction.",code_debt,complex_code,491,train
hbase,19d629a0bee5e0ec748b6bef1ae0d413d4eb421e,Temporary change in rpc version -- reverted temporarily because hudson complains about version mismatch,code_debt,non-optimal_design,493,train
kylin,692715d6ebfb129e9a8712b5160ff6c5672d4fb3,"KYLIN-625, draft impl, ready for very first test",code_debt,non-optimal_design,494,train
spark,809821a283059e8d7fc7790b0c13b5f4e254ef1d,"[SPARK-27920][SQL][TEST] Add `interceptParseException` test utility function
## What changes were proposed in this pull request?
This PR aims to add `interceptParseException` test utility function to `AnalysisTest` to reduce the duplications of `intercept` functions.
## How was this patch tested?
Pass the Jenkins with the updated test suites.
Closes #24769 from dongjoon-hyun/SPARK-27920.",code_debt,duplicated_code,495,train
ambari,03e04a684a481eede81faa015b13d2a0f7df8546,"AMBARI-5423 Remove hard coded Service, Component mapping from LiveStatus.py (dsen)",code_debt,low_quality_code,497,train
cloudstack,4d20d21c959973519721692a65ee321b068af886,"Generate keystore using RSA rather than DSA
Also fix a typo.",documentation_debt,low_quality_documentation,498,train
jena,0fa0e515f2c6d3c7ec79ac7afeed4ec56d246525,"Try harder to clean TDB locks on normal JVM termination (JENA-1136)
For normal JVM termination make more effort to try and clean up the lock
file when the JVM exits.  Note that this will only help when the JVM
terminates normally.",code_debt,non-optimal_design,499,train
camel,ac6dcbaaac7392547ef338c13d3b8a419dc31ba4,camel-core - optimize. Avoid using regexp patterns on patterns that are not regexp anyway. This reduced memory in JDK8,code_debt,non-optimal_design,500,train
helix,b654c543c8915f73399cdbb189dd332dd19fb261,Delete duplicated test class TestZkCallbackHandlerLeak.,test_debt,expensive_tests,501,train
hbase,281bf9a222a3eae006198fb067f227721f723996,"HBASE-17014 Added clearly marked log messages for start and shutdown of services HMaster, HRegionServer, ThriftServer, RESTServer. Also changed the log level for RPCServer responder starting log message to debug.",code_debt,low_quality_code,503,train
geode-native,50f7c7c6e5875bdbb036ca72a158aa91a1b0e929,"GEODE-5036: Make ""enable-chunk-handler-thread"" = ""false"" default (#292)
* Sdded new integration test for chunkhandler
* Delete test adding no value
* Changing 'disable-chunk-handler-thread' to 'enable-chunk-handler-thread'",test_debt,expensive_tests,504,train
helix,03b90012939e99eb3556c715ff8b8eaab710bb79,More fixes and cleanup on task unit tests.,code_debt,low_quality_code,505,train
spark,33cd3a0c12bf487a9060135c6cf2a3efa7943c77,"Remove map-side combining from ShuffleMapTask.
This separation of concerns simplifies the 
ShuffleDependency and ShuffledRDD interfaces.
Map-side combining can be performed in a
mapPartitions() call prior to shuffling the RDD.
I don't anticipate this having much of a 
performance impact: in both approaches, each tuple
is hashed twice: once in the bucket partitioning
and once in the combiner's hashtable.  The same
steps are being performed, but in a different
order and through one extra Iterator.",code_debt,complex_code,506,train
jmeter,9e05627ff63eb454c479193ef1e66570af10ad1a,Add logging,code_debt,low_quality_code,507,train
nifi,cd3094d54fa2c8681d072c6c1c3fff6ffde1059b,NIFI-272: Updated pom.xml to be more consistent by removing 'name' tag and not including the default 'properties' tag,code_debt,low_quality_code,509,train
spark,0aed77a0155b404e39bc5dbc0579e29e4c7bf887,"[SPARK-30801][SQL] Subqueries should not be AQE-ed if main query is not
### What changes were proposed in this pull request?
This PR makes sure AQE is either enabled or disabled for the entire query, including the main query and all subqueries.
Currently there are unsupported queries by AQE, e.g., queries that contain DPP filters. We need to make sure that if the main query is unsupported, none of the sub-queries should apply AQE, otherwise it can lead to performance regressions due to missed opportunity of sub-query reuse.
### Why are the changes needed?
To get rid of potential perf regressions when AQE is turned on.
### Does this PR introduce any user-facing change?
No.
### How was this patch tested?
Updated DynamicPartitionPruningSuite:
1. Removed the existing workaround `withSQLConf(SQLConf.ADAPTIVE_EXECUTION_ENABLED.key, ""false"")`
2. Added `DynamicPartitionPruningSuiteAEOn` and `DynamicPartitionPruningSuiteAEOff` to enable testing this suite with AQE on and off options
3. Added a check in `checkPartitionPruningPredicate` to verify that the subqueries are always in sync with the main query in terms of whether AQE is applied.
Closes #27554 from maryannxue/spark-30801.",code_debt,non-optimal_design,510,train
camel,83b170b7550c71cd35e561432ebcfe891e1fabfc,CAMEL-702: A proposed fix for CAMEL-702. Gert will take a look too. Concurrency issue with camel-saon. WORK IN PROGRESS!!,requirement_debt,requirement_partially_implemented,511,train
jmeter,2a643b065938c22a8068a62c11faa410f3e8713b,Unnecessary entries,code_debt,low_quality_code,512,train
cassandra,f319f0a236c09a3f97cf33c3efa56fc8abb0d0fe,"Fix inconsistencies within CQLSH help
patch by Michael Edge; reviewed by Benjamin Lerer for CASSANDRA-10719",documentation_debt,low_quality_documentation,513,train
attic-stratos,7271c7640e742a19128f32df3059cd06bdd4e104,Adding more information to scaleup and scaledown logs,code_debt,low_quality_code,514,train
airflow,426a7d891c91b020d6efd1776edc8cd7d5305c0c,"Improved scheduler logging, bugfix",code_debt,low_quality_code,515,train
trafficserver,1ddfc042fc8df6a92dc3c74718451db0a7ec3f93,"TS-1823: add line continuation to remap.config
Add line continuation to remap.config using a backslash at the end
of a line as the continuation character.
The handling for continuation was made in tokLine() by adding an
optional third char parameter (`cont') which is the continuation
character. This should make it usable in other contexts outside of
remap.config also, for example other config file parsers.
This implementation is not very intelligent, as it only checks for the
backslash immediately preceding the newline and does not handle any
whitespace. The backslash and newline are converted into spaces, and
the next line is appended.
Example:
.definefilter foo \
  @action=allow \
  @src_ip=127.0.0.1
is read and parsed in UrlRewrite::BuildTable() as:
.definefilter foo     @action=allow     @src_ip=127.0.0.1",code_debt,non-optimal_design,516,train
arrow,a8065085f39f4648a2b3c575f2d631fb6bedc277,"ARROW-5184: [Rust] Broken links and other documentation warnings
Fixed broken documentation links (internal and external) and some warnings due to lack of code blocks.
Closes #4172 from jblondin/master and squashes the following commits:
319effd9 <Jamie Blondin> ARROW-5184:  Broken links and other documentation warnings",documentation_debt,low_quality_documentation,517,train
incubator-mxnet,44d72e70c97cee55493ed8861d68d691c77a8391,Removed redundant hash of out_shape in algoreg key. (#8122),code_debt,complex_code,518,train
pulsar,f8e91a261fe28337eb748887bdcd10677ab01ced,"fix: java doc on MessageListener - acknowledgement part (#5429)
JavaDoc fix
MessageListener's message ack responsibility was not documented",documentation_debt,low_quality_documentation,519,train
hadoop,4b7313e640c8d1d6ea74f3483a2b25d35206e539,HDFS-14336. Fix checkstyle for NameNodeMXBean. Contributed by Danny Becker.,code_debt,low_quality_code,520,train
flink,f79a09b8488190b549f4b7159f3e95818d57946a,"[FLINK-20444][runtime] Chain YieldingOperatorFactory to new sources.
For legacy sources, we had to disable chaining because of incompatible threading models.
New sources are working fine however and it would give some users massive performance improvements.",code_debt,slow_algorithm,521,train
shardingsphere,ec2801cb8fee498a6c3c622be1ee1113dd043925,fix typo,documentation_debt,low_quality_documentation,522,train
ambari,584e627f682968ea7da802b71d9c8ec0561b0eb8,AMBARI-17365 Add-host wizard on large clusters is painfully slow. (atkach),code_debt,slow_algorithm,524,train
incubator-pinot,b77b9e26df6f424de276e80a6fc77a9bf82b72c8,"thirdeye build fix (#295)
* thirdeye build fix
* adding end point - thirdeye
* making function end point more specific.",code_debt,low_quality_code,525,train
shardingsphere,0a47eeddf699d89642a7a6daf4b1edf53bad53eb,add todo for ComStmtExecutePacket,requirement_debt,requirement_partially_implemented,526,train
incubator-pinot,d626db8a59b05ec6689a952801d970ef95db1249,"In new aggregation, resolve some java style warning, remove explicit casting
RB=723078
G=pinot-dev-reviewers
R=jfim,mshrivas,kgopalak,vradhakr,atumbde,raringun,ssubrama
A=mshrivas",code_debt,low_quality_code,527,train
trafodion,aa738cbee91f30f87327a751af8cf5d07d4bcbb2,"Merge ""Fix for NATable Heap leak""",code_debt,low_quality_code,528,train
incubator-brooklyn,7f2965177391b757d143177d56fc85db26483359,"Merge pull request #302 from aledsage/fix/entities-stopOnShutdown
Fixes/simplifies synchronization in Entities.invokeStopOnShutdown",code_debt,complex_code,529,train
spark,25c01c54840a9ab768f8b917de7edc2bc2d61b9e,"[STREAMING] [MINOR] Close files correctly when iterator is finished in streaming WAL recovery
Currently there's no chance to close the file correctly after the iteration is finished, change to `CompletionIterator` to avoid resource leakage.
Closes #6050 from jerryshao/close-file-correctly and squashes the following commits:
52dfaf5 [jerryshao] Close files correctly when iterator is finished",code_debt,non-optimal_design,531,train
lucene-solr,afad8123d2a299e346def512268abc2ba197c4d6,clear up more warnings in modules/contrib,code_debt,low_quality_code,532,train
shardingsphere,18a97acbcb80975fbcda90b7bc43de93f69e7317,replace travis build status with jenkins,code_debt,low_quality_code,534,train
daffodil,955f4951b88170f4d1e0afa416a9eafaaa22152c,"Big changes. 
Added whole grammar system. Can now describe what goes on
when trying to process DFDL using a BNF-grammar-like construction set. 
The whole 'grammar' for DFDL is in dsom/GrammarMixins.
Works like a compiler so as to do much more decision making at compile
time than prior-versions. The front end now calls for many more DFDL
properties to be defined than were required before. This required
updating the DFDL schemas in many unit tests and test files.
However, there is still no backend for this. 
Reorganized tests into those that should pass, and those known to fail -
for both the AA-BG tests, and the IBM tests. 
5 fewer tests pass in the AA-BG set, and only 1 IBM test passes now.
This is a minor regression due to the new-front end not having group
references yet, and having not yet implemented type to element
back-referencing in the new front-end, and a bunch of new rich
attributes are now computed on our schema components, many of which
aren't adequately unit tested yet. 
Added the remaining ICU jars that we need to support charset
encoding/decoding, and unit tests that exercise this stuff. This remains
a learning exercise in figuring out how to get the right notification
call backs from ICU for the needed encode/decode error situations in
DFDL. 
Added a Unit test for Unicode, XML, and internationalization. This test
just characterizes the behavior of the Scala environment. So as new
revisions of Scala come out, if something we are depending on, say about
how it does XML namespaces, then there is some likelihood one of these
tests will fail.",requirement_debt,requirement_partially_implemented,535,train
hadoop,ca52cb01c40f09585431ef1c1c1ba4044657e8c7,HDFS-6690. Deduplicate xattr names in memory. (wang),code_debt,duplicated_code,537,train
hive,5bef1b56a0b03988974c599728a40e98a8a08533,HIVE-6569 : HCatalog still has references to deprecated property hive.metastore.local (Sushanth Sowmyan via Ashutosh Chauhan),code_debt,low_quality_code,538,train
superset,9256b6fb3dcd58cc0956d07c0e947a4f87fbe737,"chore: consolidate common code in importers (#11936)
* chore: consolidate common code in importers
* Small fixes
* Small fixes",code_debt,low_quality_code,539,train
superset,ec7874ff985e8e5e96e1478631ba7550b222802b,"style: Label styling/storybook touchups (#10627)
* colors corrected, hover/cursory only change if there's an onClick
* adding info label, breaking gallery out to its own story
* linting
* fixing bad class name
* now with fading!
* now supporting additional (non-bootstrap) label styles
* adding new secondary/primary labels to gallery
* fixing map key react warning
* using the new secondary label in the ChartList view
* linting
* fixing TS issue",code_debt,low_quality_code,540,train
apisix,766e99f7a69901a738325a778048fc75f6045115,doc: fix doc style of plugin fault-injection (#1322),documentation_debt,low_quality_documentation,541,train
tajo,cd44dd655fef81488e76e73f5d2dac563120a0ad,Fixed typo errors in some documents.,documentation_debt,low_quality_documentation,543,train
pulsar,18d21acd6885db53417cbad6a18a93082da59cb2,"[doc] dashboard docker relative clarity (#4915)
Fixes #4913 
### Motivation
The original document may mislead users into thinking that there is no any ready-made docker image and building one from scratch.",documentation_debt,low_quality_documentation,544,train
couchdb,d61381a094a7f67ea688c58edacb3b204babcaa9,fix typo/compilation error,documentation_debt,low_quality_documentation,545,train
brooklyn-server,5913655e88fb704d67a55a3aeffcad786b74239a,tidy recent changes,code_debt,low_quality_code,546,train
camel,bb1fe8939a1ba4addfa3005afa260683497a782a,Fix a checkstyle issue,code_debt,low_quality_code,547,train
