text,label,document_index
not sure works,CODE,4727
stupid way getting correct column names without almost,CODE,4728
not sure good ways testing given set seed answer know final model formula longer intercept variables,TEST,4729
todo what as events match anything,ALGORITHM,4731
todo nunoa slow process try improve,ARCHITECTURE,4732
todo nunoa still conflict ask user file format use,USABILITY,4733
slower reduce var fails,ARCHITECTURE,4734
fixme fixme fixme this not not to date,DEFECT,4737
high need set,ALGORITHM,4738
the object this actually never used might put con similar structure day keep hb,DESIGN,4739
ad case hb,DEFECT,4740
not needed anymore,CODE,4741
not needed anymore,CODE,4742
if format matlab default vectors written arrays format matlab reads otherwise written mat format supports however since probably going needed decided put format argument main function ever need add,ALGORITHM,4743
default always overwrite existing file should made argument,DESIGN,4744
checking classes input args the istrue stuff needed nt know isna raster data barfing error raster passed,DESIGN,4745
this weird hack done dismo evaluate function fail stack one layer,CODE,4746
this weird hack done dismo evaluate function fails stack one layer,CODE,4747
this weird hack done dismo evaluate function fails stack one layer,CODE,4748
user default warn potential,USABILITY,4749
produces error expectwarning null point independence mu,TEST,4750
dumb good,USABILITY,4752
ml avoid hard error using stop throw warning return empty matrix,USABILITY,4753
fixme se none test none,TEST,4754
fixme se none test none,TEST,4755
center needed,CODE,4757
case free column partable,CODE,4758
fixme 1l 1l check group,CODE,4759
fixme check match,CODE,4760
fixme empty cases include,DEFECT,4762
fixme completely used get something,REQUIREMENTS,4763
fixme old code lavaan surely done better,CODE,4764
add make method generic add arguments pass not sure necessary perhaps generic needs,TEST,4765
make sure test single element,TEST,4766
fixme get scaling right,DEFECT,4767
available yet,REQUIREMENTS,4768
fixme,DEFECT,4769
update inverse removing rows corresponding symmetric matrix removal,ALGORITHM,4770
assign values create empty matrix fixme may want use sparse matrices,ALGORITHM,4772
dirty hack,CODE,4773
find adhoc assumption,CODE,4774
parameter scaling fixme best way set scale current strategy startx rescale using,CODE,4775
label rows fixme categorical th means pi var else meanstructure,USABILITY,4776
fixme,CODE,4777
fixme,CODE,4778
need scores,REQUIREMENTS,4779
fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM,4780
fixme use yes since,CODE,4781
lower number clusters high fixme reference,CODE,4784
debug length,CODE,4785
per cluster size null used,CODE,4786
fixme value,ALGORITHM,4787
needed,CODE,4788
verbose,CODE,4789
todo add,ALGORITHM,4792
classic function used,CODE,4793
faster alternative sum wlsv diff,ARCHITECTURE,4794
check zero fixme replace tiny number,REQUIREMENTS,4795
always h1,CODE,4798
fixme allow option fixme allow option,CODE,4799
compute bounds per group todo add,REQUIREMENTS,4800
fixme order,DEFECT,4801
residual variances fixme ov only,REQUIREMENTS,4802
fixme,CODE,4804
use lavdata case across levels,CODE,4805
fixme numeric vars,ALGORITHM,4806
really needed select idxmelidx case need elements beta,CODE,4807
change options conditionalx,ALGORITHM,4808
need,CODE,4809
fixme something sensible th slopes,REQUIREMENTS,4810
lavdata slots fixme keep lavdata names,CODE,4811
fixme,DEFECT,4812
fixme way,CODE,4813
fixme use,CODE,4814
case,CODE,4815
block identifier weird give warning,USABILITY,4816
dummy regression line,CODE,4817
fixme may need reorder first lapply function slot slot sample cov sapply allequal stop lavaan error models must fit data nested models different,DEFECT,4819
however multiple groups mplus reports something else yr much error turns weighted however per group different sum seems ok,DEFECT,4820
handle equality constraints fixme inequality constraints ignored,ALGORITHM,4821
fixme move isnull release else written release object model,CODE,4822
need figure ov per level fixme need efficient way avoiding,ARCHITECTURE,4824
sanity check ordered argument case add lhs variables names new ordered true assume user means ordered names data new changed ov,ARCHITECTURE,4825
copy response patterns cache fixme data included model functions,CODE,4827
lavoptions start fit fixme needed,CODE,4829
clear se values needed global approach compute se,CODE,4830
check negative vi happen case,REQUIREMENTS,4832
case user supplies limits wrong order,CODE,4833
starting version element called called res way things work regardless version installed,ALGORITHM,4834
fixme may numeric case recognized,DEFECT,4836
ifelse isna quite bit slower following,ARCHITECTURE,4838
check ratio sampling variance note need exclude special cases nan max vi inf todo use condition number instead,ALGORITHM,4839
todo clean attribute elements longer actually part object,DESIGN,4842
workaround class,CODE,4843
fixme implemented signature function known known stop known needs stop currently implemented,CODE,4844
fixme,CODE,4845
might fit memory maybe use sample,ARCHITECTURE,4846
fixme test results expectequivalent pred matrix,TEST,4847
elegant given part header transform row tibble,CODE,4848
for reason nt work,DEFECT,4850
todo check packages loaded also broken dll files windows maybe merged,DEFECT,4851
rules optional false means otherwise suggests if package already included remove first if want depends ll need add manually todo messages changes andor current state todo add version requirements automatically,ALGORITHM,4854
todo messages changes andor current state,USABILITY,4855
todo check never assigned vars foo return equivalent foo return first one might error,DEFECT,4856
todo implement store example return remove first assign todo remove variables returned value,CODE,4857
todo equivalent todo check assigned vars moved present parent env add false equivalent false,ALGORITHM,4858
todo numeric values need scaled removed ensure ordering returned back data also handle floating point errors using factors,REQUIREMENTS,4859
todo plot requested,CODE,4860
todo address types country,REQUIREMENTS,4861
todo clusters add remove layer impact,TEST,4862
nocov start last updated rlang,TEST,4864
discussion computation loglikelihood values models implemented,PEOPLE,4866
ensure deprecated arguments still work param arg input new argument param input deprecated argument param default default value param warn warning specified,CODE,4867
todo define select parameter names position store samples corresponding data output special terms,REQUIREMENTS,4868
name deprecated brms remove eventually brms,CODE,4869
todo extend boundary interface parameter classes,DESIGN,4870
todo include functions,DESIGN,4871
todo include functions,DESIGN,4872
exclude priors depend priors todo sampling priors well,ALGORITHM,4873
todo use rstan instead clean,BUILD,4874
note dataone version parameter order behaviour release deleted default,ALGORITHM,4876
hard coded get dataone package future,CODE,4877
create file todo load packages current see packages,BUILD,4878
todo find,ARCHITECTURE,4879
there real reason loop column names,CODE,4880
hack correction inf label inf,CODE,4881
todo save parts need inside loop,CODE,4883
todo use factor format make block colors,CODE,4884
add model check predict method formula interface handle variable,ALGORITHM,4885
todo convert character,CODE,4886
todo get away since object spaces,CODE,4887
todo get away since object spaces,DESIGN,4888
trick cmd check trick cmd check trick cmd check trick cmd check,BUILD,4891
todo convert string time something,CODE,4892
efficient,ARCHITECTURE,4894
guess trick call would empty isnull,ALGORITHM,4895
nasty hack replace coefficients names match vcov method,CODE,4896
fixme call,CODE,4897
generate fixme replace use package,CODE,4898
todo extend multiple,REQUIREMENTS,4899
fixme single dataframe also list,CODE,4901
dummy,DESIGN,4904
todo add another loop implemented,TEST,4907
todo cleanup parts currently included,CODE,4909
ifelse dirty workarounds error sometimes,DEFECT,4910
todo add inf na etc check todo add lambda used todo add specification needs function order,DESIGN,4911
clear trick rownames,CODE,4912
todo cleanup code print list,CODE,4913
todo remove function,CODE,4914
compatibility,CODE,2
use specific options get otherwise perform custom request the options nt appear work instead,DEFECT,3
update use instead,CODE,15
the real location dynamic relative root work use full url available,DEFECT,18
get plots works,CODE,20
fit call data dataframe xx consider fit call matchcall consistency,CODE,27
choose model serial technically could code,CODE,28
like without version,ARCHITECTURE,30
needed moment,CODE,35
this happen,DEFECT,45
future currently implemented,REQUIREMENTS,54
originally sort always left nt want assume left,CODE,60
this graph big always n1 internal nodes restrict say level default,ARCHITECTURE,64
todo better generic,CODE,68
ca nt onload,CODE,72
need create separate image every different color,REQUIREMENTS,79
so many items print,REQUIREMENTS,81
would need update,CODE,88
drop alpha tcltk nt support,BUILD,91
todo special functions,TEST,95
creates tests,ARCHITECTURE,103
issue number called make sure necessary full check github remote config done here determine local way the remote config check also lack,VERSIONING,110
todo honor default branch,VERSIONING,118
todo honor default branch,VERSIONING,119
todo address directory help fs issues windows fs normalizepath,ARCHITECTURE,121
based andor present several edge cases requirements seems good enough,BUILD,122
the following block used usethis automatically namespace tags modify care usethis namespace start,BUILD,125
assuming origin upstream,VERSIONING,129
todo say whether user push parent upstream,VERSIONING,130
work,CODE,131
work,CODE,137
checking make sure qc labels unique qc old code delete,CODE,171
yuliya check tom mean value,PEOPLE,184
ii mean ii ii mean should ii,CODE,185
else allow least objects class,ALGORITHM,186
must array objects todo add anything else,CODE,193
need update cls labels,CODE,198
removed never used,CODE,199
todo refactor following part code better,CODE,201
todo check need filtering eg,CODE,204
this could be place to add noise filter to make speed faster,ARCHITECTURE,208
remove features missing samples per group valid group,DEFECT,213
for nt allow nas,CODE,215
sort fix bug high ppm values todo find better solution give user,DEFECT,218
todo not working moment,DEFECT,221
factor faster data matrix,ARCHITECTURE,230
regression model originally tried call certain options but found passing model method nt work optional things like weights so first set for distribution variance test not yet supported printing,DEFECT,231
residuals good enough code order components object never change residuals right means,ARCHITECTURE,238
fit strata,CODE,240
verbose return messages useful debugging,CODE,241
useless,CODE,248
case columns nt need nt think happen,ALGORITHM,250
compute number risk if temp1 looking nt work length,DEFECT,253
save copy call documentation deprecated,DOCUMENTATION,258
it hard get next error message eg time,CODE,263
first issue deprecated survival,CODE,265
columns strata id,CODE,270
strata covariate needed modelmatrix later,CODE,273
case list object,DESIGN,275
the matrix useful debugging,CODE,277
we nt look id what user starting data set also variable named id we want first call,REQUIREMENTS,278
fix times,DEFECT,279
needed,CODE,280
this next fails with data number risk known since report time points,DEFECT,286
todo check content error message produces meaningful messages currently error message actual error message invalid,TEST,294
work properly,CODE,297
character vector columns todo need work,CODE,301
hacky way get ideally use groups dplyr one group know grouped variables show first combination unique,CODE,305
todo add also correlation filter require least correlations,CODE,307
todo options mat method distance,CODE,313
fixme arguments rename groups groups factor factor,CODE,317
todo add optional core abundances would sum,ALGORITHM,322
if nt exist nt document,DOCUMENTATION,328
todo include type,CODE,334
todo implement weight attr weighting chr term frequency inverse document frequency attr weighting chr term frequency inverse document frequency normalized attr weighting chr term frequency attr weighting chr smart smart eg,REQUIREMENTS,338
todo replace,CODE,341
fails,TEST,360
debug https scheme supported internal method may resolve issue if method chosen default on method used except internal file scheme on windows method used scheme,ARCHITECTURE,363
better expr,DEFECT,364
apparently happen,DEFECT,368
assuming values,ALGORITHM,369
to do make function block data single histogram,CODE,375
allow index vector,CODE,377
probably probably,CODE,379
not used,CODE,380
tested much,TEST,385
hack make sure assume values integers first values decimal point,CODE,391
do not export,DESIGN,397
do not export,DESIGN,399
nocov nocov,TEST,418
nocov,TEST,428
progress output ca nt seem turn hence captureoutput also seems break wrt run global environment set hence,CODE,432
test model kind dumb nt seem allow input data test models work api,TEST,434
this actually redundant test keep make,CODE,451
ad hoc needed instance xml attached,CODE,454
workaround gives na use instead see problem cf https,CODE,459
workaround,BUILD,464
workaround some browser wo nt open files mapped windows here undo eg foobarhtml,DEFECT,473
not needed anymore,CODE,475
workaround windows,DEFECT,476
not needed anymore,CODE,480
nothing todo,CODE,482
odd different results cmd check test script hb res use,TEST,489
this hack api returns true save method within httr content function nt like,ARCHITECTURE,491
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,494
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,495
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,497
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,499
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,500
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,502
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,505
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,514
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,521
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,522
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,524
should return report report data directly single element returns data frame column nested list multiple elements fails error top argument,DEFECT,537
useful format leave rename counts column metric completely quickanddirty,CODE,538
optimal kept,DEFECT,549
simple test determine proper todo implement,TEST,551
fix matrix nt factors,CODE,558
not needed anymore,CODE,562
assume based system todo check necessary,CODE,563
code coverage functions,TEST,576
ideal hopefully fixed https,CODE,582
todo this work fine unless set hash length todo see alternative approach dealing nt think really use though,CODE,586
todo done possibly work level so get set values this work best objects storr logic hard work us lot stuff it bit nasty though re different accept raw thing comes important different hash algorithms,ARCHITECTURE,595
comes note code special cases outputs this needs checked the ordered outcome output nt work need currently done,DEFECT,599
work already checked stuff,CODE,603
todo files yet supported check variable used check values attributes may changed creation object file tables date version,CODE,604
works devtools test,TEST,613
this slightly run figure still ever debug section,CODE,619
does nt work due substitute expectequal,DEFECT,621
trick seems long enough response long,ARCHITECTURE,622
namespace used fails reason,DEFECT,625
this hack work around devtools the process makes devtools functions resulting error pkg internal error if simply force first available use later,BUILD,626
hacky fix visible binding warning,CODE,636
define variables fix visible binding check bit hack,CODE,639
attached workers session information unless already done fixme we introduces condition multiple similar may appear time data therefore values workers workers,ALGORITHM,646
ad hoc this assumes worker case workers hb,ALGORITHM,649
workarounds pass single job list cf https,CODE,663
future yet fixme uses hb,CODE,671
keep private case,CODE,676
keep private case,CODE,677
workaround covr produces error error reading connection type is related comments help hb,TEST,683
bug fix in future global pkg would name last package attached future,DEFECT,688
reset session hack,CODE,697
todo think would need based set operation,CODE,700
think bug start column,DEFECT,721
note for moment ignores signals robust algorithms metrics,DEFECT,735
one files hidden,CODE,738
one files start variable name hidden values,CODE,739
to do issue check whether object column if yes use instead unless false default,DEFECT,742
checks file yet maybe needed,ARCHITECTURE,743
sample frequency stored,CODE,744
note this work files also need rcpp functions so probably best turn parallel debugging data,ARCHITECTURE,746
end within double hour,CODE,748
time go back may ended either first second double hour to do rare cases assume ends second hour avoid sleep efficiency,REQUIREMENTS,749
time go back may ended either first second double hour to do rare cases assume ends second hour avoid sleep efficiency sleep,REQUIREMENTS,750
error http error not found rate limit remaining rate limit reset,DEFECT,771
todo repos published published repos right latter it required version early repo repo,BUILD,776
drop columns useful plot sometimes missing values samples others failing cases checking column numeric here ignore nas numeric column checking adding narm issue,CODE,798
nocov start,TEST,799
given graph width page orientation type returns best template to do maybe still add additional parameter support,CODE,801
todo remove priority documented package,DOCUMENTATION,803
fixme specify start,REQUIREMENTS,809
use matrix,CODE,810
hack use instead column take account associated legend width produce layout,CODE,811
internal trick,CODE,816
parameters set internally todo change target impact,CODE,819
todo valid object returning param false,CODE,822
use name key nb need special trick avoid conflict argument function,DESIGN,824
todo test existence objective method,TEST,826
not function functionality exists elsewhere,DESIGN,839
nocov start,TEST,842
nocov tested single core cran nocov nocov,TEST,857
nocov end,TEST,862
nocov end,TEST,866
nocov start,TEST,868
nocov end,TEST,874
nocov start,TEST,882
from man page nocov start,TEST,884
nocov end,TEST,885
nocov,TEST,887
nocov nocov,TEST,889
nocov end,TEST,892
because slow yet fails windows see discussion https,ARCHITECTURE,895
fix output header show call instead,DEFECT,899
call must mixed case fixed,ARCHITECTURE,909
probably fails empty identical groups nan,CODE,921
example fails work also issue,TEST,928
capscale distances distances component give back data,CODE,929
nocov start nolint start,TEST,935
nolint end nocov end,TEST,936
cat debugging todo optimize using function needs new function,CODE,938
fix visible binding note check utils colnames doesnt work unfortunately seems way keep check quiet variables,DEFECT,948
add genotype field fixme may reflect actual content field,REQUIREMENTS,954
prediction sometimes fails,TEST,955
bug found type return,DEFECT,956
generally occur so assigned error fixed na much appropriate replace values range weight based test marginal value also often occur this step really dangerous checked,ALGORITHM,957
yet defined set list,CODE,963
bad result what yet defined set list failed run trace,CODE,964
multiple growing update commented solve problem growing season long eg dt dt dt,REQUIREMENTS,966
nocov,TEST,976
nocov,TEST,981
the default smoothing kernel function weird this function creates better one,CODE,982
nocov end,TEST,989
fixme add possibly use https,TEST,993
weird bug dt nonzero row dt returns rows,DEFECT,994
line type somehow nt work,DEFECT,1002
this absolute last make sure block never returns na due lack points in case return simple min,CODE,1004
note fix this currently ignores assumes,CODE,1022
nocov start,TEST,1025
todo check columns input,CODE,1036
browser hack store information otherwise could different numbers arguments different,CODE,1054
order start fixme use names present,DEFECT,1058
fixme profiles best method mle,DEFECT,1062
optimizer may names try restore,CODE,1063
else coef compute info fixme worry,DEFECT,1064
sure work,DEFECT,1069
hack profiles sqrt abs,CODE,1071
fixme,DEFECT,1077
vectorize objective function return log switching things,DEFECT,1079
old slice method probably roll option profile include attribute warning draw differently leave limit lines slice function fitted slice,REQUIREMENTS,1080
possible set vectors include value maybe,CODE,1082
fails,TEST,1087
gets,DEFECT,1097
make conditional works systems,ARCHITECTURE,1100
occurred items get removed database files nt deleted this section not complete nt work time make work tests could run run dir target expecttrue grepl deleted needed package dir target expectequal files nt changed,DEFECT,1107
avoid cmd check note,BUILD,1111
ever good todo,CODE,1123
complain parameters box constraints todo,CODE,1125
remove slot todo,CODE,1128
todo make sure fixedeffects results look ok summary output multigroup model,REQUIREMENTS,1134
todo ask really supposed,PEOPLE,1139
necessary,CODE,1142
todo add safety check is fit function does data,ARCHITECTURE,1144
nocov end,TEST,1145
nocov end,TEST,1146
add th note switch nb th not to path,CODE,1150
might split,ALGORITHM,1162
for reason character dimnames nt work fix lapply call index dimnames latentvars appropriate numerical indices,DEFECT,1172
todo wrap timing functions,ARCHITECTURE,1176
fit todo,REQUIREMENTS,1177
determine flags na tolerance do nt check,CODE,1182
deprecated done,CODE,1190
todo adjust value,CODE,1192
nocov,TEST,1205
nocov,TEST,1211
todo compare standard errors cbind,TEST,1215
default scales rows nt want options ignored use,DEFECT,1218
todo passed column name string able subset,CODE,1226
fixme technically name includes title,DEFECT,1239
fixme many things see https implementation,CODE,1242
todo check hierarchy here,ALGORITHM,1247
hack remove note cmd check plot visible binding global variable,BUILD,1251
todo method checking whether hierarchy,DESIGN,1254
this code has from it has moved to this is temporary fix,CODE,1257
todo extend levels possibly,DEFECT,1260
quite test case,TEST,1263
diag shat diag shat,ARCHITECTURE,1267
bad deal,DEFECT,1277
fixme explicitly pass priors,DEFECT,1281
fixme add legend region used hard,REQUIREMENTS,1283
fixme entitytype,DEFECT,1284
fixme may want rename etc,DEFECT,1286
internal function calculate probabilities sets data returned fixme currently selection supported,REQUIREMENTS,1290
rescale max variants null including null needed selected signals unless small fixme scaling use calculations,ARCHITECTURE,1291
fixme use capture variants analysis potentially flag user,USABILITY,1293
return row indices input fixme would better store original order invert,CODE,1301
hacky works check env update calls inside correct,CODE,1302
hack make generic length residuals gets back sample size objects,CODE,1303
convenience function construct where part sql table note behaviour arguments different and filters document better fixme rename fixme,DOCUMENTATION,1305
analysis etc within arguments fixme like case case like case either switch class use lower like lower,CODE,1306
fixme would allow option different analysis,DEFECT,1322
fixme replace,DEFECT,1333
add columns make easier pass functions help file note added null,REQUIREMENTS,1343
todo fix database,DEFECT,1346
hard coded itt,CODE,1347
options read code constant sense likely constant different it overwrite defaults directory containing genotype data directory containing data top level directory fixme throw error fails target directory outputs fixme throw error fails,ARCHITECTURE,1352
hard coded itt,CODE,1368
fixme case one variant one set would better cbind like signal cbind marginal signals make zero safe make false safe index variants attr,CODE,1378
add title scaled fit necessary change to use fixme,REQUIREMENTS,1379
fixme instead nt use statement,CODE,1380
function use sql fixme general error message sql input may always appropriate,DESIGN,1387
fixme could potentially example depending behaviour input int type,CODE,1389
no idea,CODE,1399
coding set variable names tau2 tau2 necessary nt know differently windows,ARCHITECTURE,1400
todo something api key todo point docs methods see methods,DEFECT,1406
todo add interactive session todo add pretty print output todo test error cases todo do dry run check etc todo do changes within trycatch undo todo need way url,REQUIREMENTS,1420
todo go get vars,CODE,1423
todo validate inputs,CODE,1426
todo limit due bug rstudio connect,CODE,1427
todo would multiple,DESIGN,1428
todo make silly sleep,ARCHITECTURE,1439
todo smarter noninteractive wait,ARCHITECTURE,1446
todo smarter noninteractive wait,ARCHITECTURE,1447
test,TEST,1451
todo this great test since running could always start content,TEST,1454
standard gaussian kernel choose better,ARCHITECTURE,1460
fixme need handle dimensions better,DEFECT,1475
dirty trick avoid warning visible binding global variable,BUILD,1478
dirty trick avoid warning visible binding global variable,BUILD,1479
something color,CODE,1494
check effects na,CODE,1500
todo temp solution clear output,CODE,1505
nocov start,TEST,1516
nocov start,TEST,1518
nocov end,TEST,1519
nocov end,TEST,1521
todo add formats lists,REQUIREMENTS,1527
nocov start message window,TEST,1552
nocov end check files,TEST,1554
workaround avoid error one custom index exists,BUILD,1558
nocov start,TEST,1559
nocov end,TEST,1560
nocov,TEST,1572
create new env set environment helpers function avoid create globals todo consider passing everything explicitly,DESIGN,1575
nocov end,TEST,1577
nocov start,TEST,1580
nocov end,TEST,1581
select automatically appropriate task due data target,REQUIREMENTS,1592
select automatically appropriate task due data target,REQUIREMENTS,1595
select automatically appropriate task due data target,REQUIREMENTS,1597
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1601
select automatically appropriate task due data target,REQUIREMENTS,1604
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1605
select automatically appropriate task due data target,REQUIREMENTS,1606
select automatically appropriate task due data target,REQUIREMENTS,1608
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1609
possible models gaussian default binary binomial ordinal zip beta median gamma longitudinal grouped mm robust either true false variable numerical variable matrix factor ordinal factor time event dataset variable it vector matrix dataframe continuous variables data frame mixed categorical variables event null unless time event data survival regression reps null unless time measurements longitudinal data group null unless grouped data longitudinal data needs reps slopes longitudinal data true false mixed models if true used otherwise ml used case,ARCHITECTURE,1610
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1615
put back column names overkill nonmultivariable cases,CODE,1623
create strata data frame data frame strata variables fixme this changes type strata good practice,DEFECT,1628
groups contrasts nan due division zero variance,CODE,1630
work cases,DEFECT,1637
fixme allow growing memory,REQUIREMENTS,1638
print env step env act fixme store also attribute,CODE,1640
comment could also used params better name,ARCHITECTURE,1643
todo less confusing variable names,CODE,1664
todo determine causes fatal error length coercion logical run added verbose false argument correct printing issues rna features rna verbose false data tolerance,DEFECT,1672
fix,DEFECT,1680
fix labels,DEFECT,1685
todo,CODE,1686
argh really want use anyway,CODE,1691
argh really want use anyway,CODE,1694
bug ensure item task,DEFECT,1703
nocov,TEST,1706
nocov end,TEST,1708
nocov,TEST,1709
nocov,TEST,1711
nocov end,TEST,1713
nocov end,TEST,1715
nocov end,TEST,1723
nocov,TEST,1726
nocov,TEST,1733
nocov start,TEST,1736
nocov,TEST,1739
nocov,TEST,1744
nocov,TEST,1745
nocov,TEST,1746
nocov start,TEST,1758
avoid stupid parallel warnings,BUILD,1772
regression test description this fails cran build systems works locally,BUILD,1787
note negative residuals mutate error,DEFECT,1794
may ad handle json config far know certain dependencies moment wo nt necessary,BUILD,1799
fixme need tests windows machine,TEST,1801
compute intervals median point estimate it ignore results later two code paths,ALGORITHM,1806
using hacked datatable merge called temporary fix,CODE,1809
needed,CODE,1813
figure use maybe ways quick dirty works,CODE,1816
set reuse packages already installed without option fails takes,BUILD,1826
todo test different argument customizations,TEST,1829
todo test hyperparameter optimization,TEST,1830
todo test hyperparameter optimization,TEST,1831
need cleanup future tests nt fail use object,TEST,1834
todo fix failed algorithms not clear fix,DEFECT,1835
need cleanup future tests nt fail use object,TEST,1836
todo test different argument customizations,TEST,1842
check last token line note need restrict search nodes parse sometimes reports false large end positions nodes,CODE,1847
cheat,CODE,1854
hack,CODE,1864
temporary hack functions uses possibly temporary attribute overwrite points,CODE,1871
trick,CODE,1879
old code,CODE,1885
problems weird strings levels,DEFECT,1900
fit point process model pattern covariate note incorrect formula,REQUIREMENTS,1902
not used xmlfiles grepl xmlfiles true xmlfiles grepl xmlfiles true,CODE,1911
works length,DEFECT,1912
nt need nt think,CODE,1914
sample need get per sample run match sample run different,CODE,1923
sanity check case,CODE,1928
needs deleted later,CODE,1939
since easy perform say iterations words code numerical variables prevent stupid funny settings ok still possible crash script give,DEFECT,1947
words deleted selection criteria used,CODE,1951
temporary,CODE,1954
words deleted selection criteria used,REQUIREMENTS,1956
the core code output yes right ve seen lines instead us write better code let us know,DESIGN,1959
case convert characters,CODE,1962
fixme read fields following list,REQUIREMENTS,1970
fixme read fields following list,REQUIREMENTS,1974
fixme right,DEFECT,1975
wo nt need many catch coding errors,CODE,1986
year fixme check month day hour min sec,DEFECT,1988
year fixme check month day hour min sec,DEFECT,1990
year fixme check month day hour min sec,DEFECT,1991
year fixme check month day hour min sec,DEFECT,1992
fixme need file error see table table,CODE,1993
fixme right,CODE,2002
fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2010
fixme document this fixme document this fixme document this,DOCUMENTATION,2013
fixme delete key plot types checked test early but old names metadata isnull metadata metadata ad2cp old old warning in plot which tested old,TEST,2018
single scale amplitude data fixme name item missing,CODE,2019
issue think file second profile different somehow incorrect codes fixme codes differ profile profile supposed codes cbind buf header buf header debug codes paste paste codes sep sep debug codes paste paste codes sep sep,DEFECT,2038
false fixme maybe determine header,CODE,2040
transformation matrix fixme people use last row matrix use and think may two definitions notes transformationmatrix from figure page act defined run beam beam defined run beam beam orientation b2 b1 page the matrix section act as check coding see python http control sign first rows transformationmatrix,ALGORITHM,2046
fixme pressure else wrong need count bytes figure look ugly,DEFECT,2051
interpolate may less profiles fixme really,REQUIREMENTS,2054
fixme right,CODE,2064
fixme nt user header,DEFECT,2071
fixme nt user header,DEFECT,2072
fixme official,DOCUMENTATION,2074
translate fixme ugly coding,CODE,2079
fixme using tsslow,ARCHITECTURE,2080
fixme odd scale text files use,CODE,2094
fixme guessing orientation,CODE,2096
fixme get burst average separately,CODE,2097
developer alter line suit new data class,DESIGN,2100
fixme handling slow data,ARCHITECTURE,2116
old fixme terrible we nothing speed setting na old keep data longitude data longitude data latitude data latitude old res data latitude keep na old res data longitude keep na old function old isna old na old isna length old na old old,ARCHITECTURE,2119
fixme makes sense browser,CODE,2121
fixme use bg col delete fill,CODE,2123
slow one line,ARCHITECTURE,2126
null record skip bytes guess table,CODE,2128
following slower using match fixme speed perhaps use match latitude latitude longitude longitude,ARCHITECTURE,2130
fixme,CODE,2132
message fixme calling next method defined,CODE,2146
fixme accept names,REQUIREMENTS,2150
fixme default res metadata names names res metadata labels labels,CODE,2151
default units fixme may bad idea,CODE,2152
fixme in could plots may better get users supplying xlim etc yield errors example,ALGORITHM,2155
fixme used,CODE,2160
fixme detect type first second line see,CODE,2161
fixme next label also n2 getoption else,ALGORITHM,2163
fixme probably wo nt work,DEFECT,2164
fixme works extend types,CODE,2167
fixme argument,CODE,2176
fixme real units,CODE,2177
fixme find whether always defined prior use blocks the rstudio variable used defined run test code problem variable defined what know whether files always order least setting zero value likely cause error ever occurs may need reorder code problems later prevent warning,TEST,2182
fixme many times wrong,DEFECT,2184
fixme slow may need use,ARCHITECTURE,2187
fixme allow type arg,REQUIREMENTS,2188
below using eg par find margins if user layout call give right answer plot sure right term so use trick call frame plot call plot prevent next layout trick also required set zero margins calling frame otherwise figure margins large error frame layout,DEFECT,2190
ok done trick long comments given result problems errors nt want new approach get lost code,CODE,2191
adjust margins fixme also alter,CODE,2192
drop first header line missing value line ignore,CODE,2200
remove this solution problem issue line two points might box for reason done,DEFECT,2216
problems eg lat lines nt complete see also problem diagonal line see remove ugly lines occur show edge earth,DEFECT,2219
fix longitude problem otherwise lines graph value sometimes alternate one end domain matrix,DEFECT,2223
requires arg order fixme need reorder next bad col bad order breaks bad breaks breaks bad col col,ALGORITHM,2224
fixme add,CODE,2228
note part url changed get metadata file but dealing bit coding download nt think the better scheme may users move xml format instead csv format,ARCHITECTURE,2229
fixme use figure avoid axis,CODE,2234
fixme element element extend allow string numbers length asnumeric,CODE,2235
fixme newer adp code probably better adv code,CODE,2238
fixme,DEFECT,2239
fixme make work etc,CODE,2245
fixme decide whether slow variables,ARCHITECTURE,2246
test files big looks fine manually following test file,TEST,2247
fixme fails arrows,DEFECT,2248
fixme,CODE,2250
fixme document data type returns data frame,DOCUMENTATION,2264
special trick get seconds cf,CODE,2268
the depending xlim might supplied,ARCHITECTURE,2269
