comment,debt
recalibrated models the trick set works whether one models recalibrated,ALGORITHM
recalibrated models the trick set works whether one models recalibrated,ALGORITHM
hacked together handle different ways different models keep presence data also grabbing background directly analysis df models info sampling random bg nt,ALGORITHM
this lot crap get names get n supplied works,CODE
doing weird local trick keep qplot making plot,CODE
this longer exported phyloclim i ve copied,DESIGN
comment russell the iberolacerta files nt seem testdata folder tabling fixing it ahli allogus the testdata folder way big anyway need cut absolute minimum necessary,TEST
user overriding default warn potential stupidity,USABILITY
assign nonuniform probabilities better way prob needs nrow tbl number factor levels,ALGORITHM
take advantage ggplot2 functionality accept function data this needed make possible existence shadepvalue case direction depends actual data adding argument shadepvalue bad also needed warn incorrect usage right tail tests,TEST
output step function evaluate histogram bar heights corresponding ends ie curvefun c xleft xright return vector length two heights first histogram bar stepfun treats input x consequtive semiopen intervals to achieve effect closed intervals pmax trick used,CODE
probably removed,CODE
produces error winbuild expectwarning mtcarss hypothesize null c point independence mu,TEST
nocov start,TEST
nocov end,TEST
note the translates base0 base1 index not ideal get escape characters nicely,CODE
nocov start,TEST
create source package need nonempty environment otherwise packageskeleton fails,ARCHITECTURE
nocov end,TEST
dumb terminal good,USABILITY
todo package attached,TEST
todo look using extra grid space draw cartographic map https githubcombaptistegridextrawikigtable https stackoverflowcomquestions30532889ggplotoverlaytwoplots,CODE
todo try link data x spdf,ALGORITHM
bad grid,TEST
c nasty hack,CODE
note nasty hack related multiple issues eg,DEFECT
todo expression might confusing,CODE
todo currently test rendered grid looks like check whether crash,TEST
label chars work,TEST
todo calling function without actually checking anything,TEST
hmisc rcorr provides pvalue matrix nt want introduce dependency,TEST
hack fncall attribute prevent print method overriding,DEFECT
this good case cumul false,DEFECT
hideous hack avoid warning check,BUILD
fails unknown reason calling 00mainr ff4 tobacco stby smoker list gender agegr freq class ff4 ff4 tb ff4 tb,DEFECT
,CODE
estimator ml avoid hard error using stop throw warning return empty matrix,USABILITY
fixme needed better maybe rowsumscolsums,CODE
fixme seems like would need groupw even completedata case scaling scoresh1 groupw g scoresh1,DEFECT
idea build partable run model mplus syntax perhaps write export function partable2mplus andor partable2lavaan,DESIGN
check mean scale markers part rhs param expand dupe code from above make function,DESIGN
todo handle plot loop syntax model constraints todo handle do loop convention,REQUIREMENTS
define new constraint s already defined otherwise equate,CODE
todo figure pwith paired constraints,CODE
include final trimspace call since arguments leadingtrailing space stripped trimspace,REQUIREMENTS
memory,CODE
todo support covariancemeancov inputs,REQUIREMENTS
fixme handle multiple groups,CODE
nox novar,ALGORITHM
fixme se none test none,TEST
single group supported g 1l,REQUIREMENTS
section compute asymptotic mean variance first quadratic quantity below i assume lavobject output lavaan function i guess vcov lavobject substituted vcov object insed lavaan function defined lines but object inside lavaan function gethessian lavobject,DESIGN
fixme better include inactive slacks,REQUIREMENTS
fixme se none test none,TEST
single group supported g 1l,REQUIREMENTS
get j jgroup fixme,DEFECT
assume computedelta always return thresholds first correlations later add working addlabels true option computedelta,CODE
i guess default also handles case complete data,DEFECT
center needed,CODE
extract information need internal use,DESIGN
not done yet,REQUIREMENTS
todo check use pnorm,CODE
yr march obtained using deriv package deriv gradient function cleaning correct good enough,ARCHITECTURE
fixme tested nonexo used pmlderiv1,TEST
parameter vector,CODE
dirty hack handle extreme large values rho note u v rho vectorized,CODE
casewise scores cache fixme also set liktoosmallidx cases na,DEFECT
lambda theta psi samplecov lambda theta psi nlsylinks fixed,DEFECT
case free column partable,CODE
constants nonzero rhs elements fixme reliable,ARCHITECTURE
constants nonzero rhs elements fixme reliable,ARCHITECTURE
fixme elegantrobust way,ARCHITECTURE
constructor lavdata class lavdata class describes data looks like full data frame sample statistics todo allow patterns freq data categorical variable type numeric ordered many groups many observations missing patterns initial version yr april,DESIGN
fixme nlevels 1l ngroups 1l check group upperlevel,CODE
perhaps data matrix fixme avoid asdataframe handle data matrices directly,DESIGN
needed case,CODE
levels,CODE
fixme check match,CODE
,CODE
clusteredmultilevel ovnamesl filled,ALGORITHM
know sure ovnames exist dataframe create vartable fixme add groupcluster variable,REQUIREMENTS
construct integers userdeclared ordered factors fixme really always needed still better lapply data idx ordered generated even copies,DEFECT
fixme also x samplestats,CODE
fixme empty cases include n,DEFECT
handle labelled type package variable name ordered assume numeric march,REQUIREMENTS
factor extraction method yr feb ulscorner get better starting values esem,CODE
fixme completely unfinished used quickly get something,REQUIREMENTS
dnorm,ALGORITHM
dnorm,ALGORITHM
exogenous lv fixme assume lvx array continous eg not var lvx phi lisrel style,DEFECT
dmnorm,REQUIREMENTS
fixme need convert operator eg b2 b others,ALGORITHM
fixme old code lavaan surely done better,CODE
tdj add make method generic lavaanmi add arguments pass lavtestlrt lavtestlrtmi pool chisquared not sure necessary lavaanmethod perhaps generic needs,TEST
make sure test single element,TEST
table categorical fixme cp exo ordinal fittable c cp cpdf cppvalue cf cfdf cfpvalue rpatobserved rpattotal rpatempty cm cmdf cmpvalue else,CODE
fixme good strategy,ALGORITHM
fixme get scaling right,DEFECT
fixme compute mplus way compute srmr categorical setting see srmr mplus document mplus website,DOCUMENTATION
fixme get scaling right,DEFECT
ok row,DEFECT
quick dirty fixme way get surely must elegant way see lavderivcov2corb numidx dcordcov,CODE
available yet,REQUIREMENTS
eigen decomposition fixme use specialized function tridiagonal symmetrix matrix,ALGORITHM
fixme take log right away,USABILITY
fixme take log right away,USABILITY
case uses lavinspect lavaanlist object,DESIGN
note model popmodel may need reorder true parameters correspond model parameters,CODE
replace na override later,CODE
fixme way avoid creating rowcol matrices,DESIGN
return vector indices upper triangular elements symmetric matrix size n rowwise fixme make efficient without creating n n matrices,ARCHITECTURE
elegant way,CODE
todo,REQUIREMENTS
fixme,DEFECT
inverse nonsingular necessarily positivedefinite symmetric matrix fixme error handling,DEFECT
update inverse a removing rows corresponding colums a one many applications shermanmorrison formula removal,ALGORITHM
update inverse s removing rows corresponding colums s symmetric matrix removal,ALGORITHM
weighted variancecovariance matrix always dividing sum wt ml version missing values use observations weights not missing covwt y wt method ml,ALGORITHM
initial rotation matrix check init rot ok number random starts row weighting rescale ov ov variances show warnings show iterations used refect sign order lv s stopping tol gpa stopping tol others store replications max gpa iterations,REQUIREMENTS
fixme check nonexisting parameters,DEFECT
create empty pattern matrix fixme one day may want use sparse matrices slow things,ARCHITECTURE
assign startingfixed values create empty matrix fixme may want use sparse matrices,ALGORITHM
dirty hack mimic muml,CODE
find rowscols adhoc assumption,CODE
no chol much x2 times faster,ARCHITECTURE
fixme since already eigen decomposition reuse information instead new cholesky,CODE
fixme,CODE
mm belong group g fixme g blocks,REQUIREMENTS
rotate per group per block,CODE
rotate per group per block,CODE
rescale parameters data standardized new fixme works well long variances latent variables know less equal eg stdlv true once better estimates variances could use set scale,DEFECT
todo use bentler s approach get estimate veta use diagonal elements marker indicators lv,ALGORITHM
transform already constrained variances standard deviations todo lavoptions optimvartransform sqrt length lavmodel xfreevaridx 0l transforming variances using atan another sigmoid function fixme better approach startx lavmodel xfreevaridx atan startx lavmodel xfreevaridx startx lavmodel xfreevaridx sqrt startx lavmodel xfreevaridx assuming positive var,ALGORITHM
check,CODE
fixme call lavmodelobjective directly,DESIGN
parameter scaling fixme best way set scale current strategy startx rescale using 1startx,CODE
groupweight fixme blockweight,DEFECT
fixme double check,DEFECT
four approaches fixme merge ml approach using omega omegamu omega post sigmainv s sigma sigmainv still 2x faster delta method wlsdwlsgls using delta wlsv support fixedx conditionalx ml ntrls using delta support fixedx conditionalx pmlfmlmml custom,VERSIONING
fixme add empty gamma,DEFECT
handle equality constraints fixme todo,ALGORITHM
estprop unlist computegw lavmodel lavmodel glist glist obsprop unlist lavsamplestats groupw fixme g2 based ml friends dxgw obsprop estprop,DEFECT
fixme also weight groups handle equality constraints yes,REQUIREMENTS
fixme take account symmetric matrices hence ncol large empty columns added ugly nt hurt alternative could ncol sum unlist lapply xelidx function x length unique x ncol sum unlist lapply melidx length,REQUIREMENTS
label rows deltagroup fixme categorical th means interleaved pi var num cor else meanstructure groupwfree,USABILITY
fixme what is the best thing to do here currently stop,ALGORITHM
num fixme,ALGORITHM
first nfac columns betaidx rep nr nc 1l eachlength lvdummyidx rep lvdummyidx timesnc fixme,DEFECT
lidx inr nc 1l rep ovdummyidx eachnc fixme lidx rep nr nc 1l eachlength ovdummyidx rep ovdummyidx timesnc,DEFECT
need fix,CODE
fixme analytically,CODE
fixme chol,CODE
fy fixme logexplog,CODE
case need theta v v,CODE
fixme,CODE
fixme fixme,CODE
need scores,REQUIREMENTS
mvnorm fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM
mvnorm fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM
mvnorm fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM
asymptotic variance matrix gamman unrestricted h1 sample statistics fixme make work categoricalglswls,DEFECT
fixme number vary function x j,REQUIREMENTS
hm hessian symmetric warning,DEFECT
fixme use numderiv hessian instead,CODE
fixme use rescov resint resth conditionlx yes since,CODE
fixme better include inactive slacks,CODE
needed part sigma needed xmean lavsamplestats meanx g xcov lavsamplestats covx g,CODE
wlsv lavsamplestatsgammainversent icov attr sigmahat g inv dropfalse cov sigmahat g dropfalse mean muhat g xidx c fixme fixedx fixedx conditionalx conditionalx meanstructure meanstructure slopestructure conditionalx,DEFECT
groupfx estimatorpml2l lavmodel lavmodel glist glist lp lavdata lp g lavsamplestats lavsamplestats group g,CODE
fixme,CODE
fixme groupwfree use groupw nobs use estimated groupw gradient changes group models misspecified group weights affected unwanted i think groupwfree nobs unlist gw lavsamplestats ntotal nobs exp unlist gw else,ALGORITHM
saturated poisson fxw sum obsfreq log obsfreqestfreq work without constraints,DEFECT
fixme cov rescale yes,TEST
compute information matrix extended model always use expected information,USABILITY
always use expected information,DEFECT
case,CODE
dirty hack catch small negative values diag v needed eg parameters identified freedup,CODE
needed probably case,CODE
fixme using epc unstandardized metric would much useful standardized metric need lavstandardizeallreverse function,DEFECT
fixme sepcall epc epchigh list sepcall list delta,ALGORITHM
add header todo small explanation columns header attr list header c modification indices newly added parameters ton see effects releasing equality constraints use then lavtestscore function,TEST
fixme work multiple groups yet,DEFECT
case data vector,CODE
lower bias number clusters high fixme reference,CODE
fixme singlegroup analysis,REQUIREMENTS
debug length withinidx,CODE
fixme avoid reorderbidx use betweenidx,ALGORITHM
check sigmaj nonpd happen,CODE
observed information order muw within vech sigmaw within mub vech sigmab muw rowscols splitted withinbetween forced zero numerical approximation,CODE
single group,CODE
lavdata first group first group first group first group,CODE
todo current starting parameters imply nonpd sigmab,REQUIREMENTS
single group,CODE
per cluster size y1 null used,CODE
unused,CODE
unused,CODE
lavsamplestatsgamma wt argument yet,ALGORITHM
fixme surely better way,ARCHITECTURE
lavsamplestatsgamma wt argument yet,ALGORITHM
unused,CODE
single imputation missing cells normal model patternbased fixme add wt,CODE
fixme,CODE
fixme slack value strict,ALGORITHM
fixme test scaled need anyway,DEFECT
verbose,CODE
fixme crucial order ov s returned lavnames remains lavnames object equal lavnames lavpartable otherwise use wrong sample statistics seems ok first generate covariances lavpartable right order unlike intercepts,DEFECT
fixme test scaled need anyway,DEFECT
verbose,CODE
needed,CODE
verbose,CODE
needed,CODE
fixme export function since conditionalx true returns residual sample statistics ml joint residual covvar categorical true residual covvar return residual cases whenever residual since always extract values h1 slot present meanstructure false not include mean elements longer,DESIGN
fixme std true depends deltatheta,REQUIREMENTS
fixme std,REQUIREMENTS
fixme std bz b sx sy,REQUIREMENTS
case clusters,ALGORITHM
somewhat redundant,CODE
fixme names out b,CODE
fixme h1,CODE
fixme names out b,CODE
fixme names out b,CODE
nothing,CODE
inverted not used inverted out lapply out solve fixme handle errors,DEFECT
deprecated addattributes psychoblavaan,CODE
todo add cinceq,ALGORITHM
todo add cinceq,ALGORITHM
todo add cinceq,ALGORITHM
fixme add,ALGORITHM
fixme what is the best thing to do here currently return inf least nlminb works well,ALGORITHM
classic fitting function gls used,CODE
faster alternative sum wlsv tcrossprod diff,ARCHITECTURE
question best approach,ALGORITHM
remove zero props fixme add zeroidx prop,CODE
polyserial correlation fixme thy2 go pslik,ALGORITHM
polyserial correlation fixme thy1 go pslik,ALGORITHM
check zero likelihoodsprobabilities fixme replace tiny number,REQUIREMENTS
fixme ok set diagonal,REQUIREMENTS
accurate must,CODE
remove zero props fixme add,CODE
assume levels,CODE
clustered bruteforce override,CODE
multilevel bruteforce override,CODE
observedinformation always h1,CODE
observedinformation always h1,CODE
,CODE
fixme allow option fixme allow option,CODE
fixme todo mimic eqs lisrel,CODE
default always delta,REQUIREMENTS
,CODE
fixme multigroup multilevel,CODE
fix ov intercepts within ov also appear level fixme tested levels names,TEST
case refidx equal fixedidx fix one,CODE
support effectcoding,REQUIREMENTS
compute bounds per group todo add levelsclasses,REQUIREMENTS
case inf tmp0 inf tmp0,CODE
fixme used stop error give warning replace nonfree label fixed value ustart,ALGORITHM
fixme used stop error give warning replace nonfree label fixed value ustart,ALGORITHM
fixme order,DEFECT
check duplicated elements default fixme avoid somehow example user model includes x1 x1 x1 remove default,DEFECT
fixme breaks ex312,DEFECT
block combination least group level group,CODE
2a ov fixme ovnamesnox ovnames strictexo,CODE
residual variances fixme ov only,REQUIREMENTS
residual covariances fixme ov only,REQUIREMENTS
fixme factor remove structural part add all correlations among latent variables yes addlvcov true fixedtozero covariances may present pt,ALGORITHM
fixme involving ind,CODE
check enough indicators todo,REQUIREMENTS
fixme involving ind,CODE
fixedx false,DEFECT
beter use lavdata lp g ovxidx case xy mismatch across levels,CODE
fixme zero slopestructure provides fit equal conditionalx false version principle could fix slopestructure samplebased slopes,CODE
keep level column levels,CODE
remove dummy lv removes attr,CODE
fixme indicators factor normal use classic regression method perhaps whitening get uncorrelated factors,ALGORITHM
fixme,CODE
fixme factor scores identical close mplus delta elements equal,CODE
casewise,CODE
,CODE
fixme numeric vars,ALGORITHM
note round round perhaps add something avoid,ALGORITHM
add dummy entries,CODE
fix lambda remove dummies fixme needed,DEFECT
delta fixme used isnull delta yhat sweep yhat margin2 delta,CODE
fixme elegantgeneral solution,DESIGN
dsigmadx per model matrix note avoid using duplication elimination matrices perhaps ll use matrix package,CODE
really needed select idxmelidx case need elements beta,CODE
really needed select idxmelidx case need elements beta,CODE
really needed select idxmelidx,CODE
really needed select idxmelidx,CODE
really needed select idxmelidx,CODE
dpsidx per model matrix fixme,CODE
new version written around augsept based obslist inspectsampstat estlist inspectimplied prescaling type corbollen type corbentler summary statistics rmr srmr crmr urmr usrmr ucrmr standard errors confidence intervals u cs rmr zstatistics exact test close test pvalues type normalized based lavmodelh1acov work estimators type standardized uses correct formula work estimators type standardizedmplus uses simplified mpluslisrel version often resulting nas due negative var resid estimates standardized lavaan,CODE
pretty printing yet,REQUIREMENTS
change options categorical,ALGORITHM
change options conditionalx,ALGORITHM
need selist,CODE
fixme blocks unique models need another layer lists custom summaries moments,DESIGN
fixme recursive call lavresiduals summary true,CODE
todo extract rmslistseg,CODE
todo extract rmslistseg,CODE
fixme update categorical cus,CODE
fixme something sensible th slopes,REQUIREMENTS
lavdata slots fixme keep lavdata names,CODE
convenience fixme,CODE
fixme check dimension wlsv,CODE
fixme check dimension nacov,CODE
fixme needed,CODE
fixme handling missing data yet,ARCHITECTURE
fixme make robust singular c,ARCHITECTURE
needed embased,ALGORITHM
nacov,CODE
unweight groupw g sum unlist nobs nobs g always fixme consistent expected information groupw g groupw g,DEFECT
fixme check dimension wlsv,CODE
fixme check dimension nacov,CODE
make sure matrix fully symmetric needed,ALGORITHM
fixme v11 icov g mimic mplus bug mplus v11 v11 nobs g nobs g,DEFECT
fixme,DEFECT
replace betweenidx cov y2 elements,CODE
fixme mub quite ok fixedx x variables occur level and level,DEFECT
fixme,CODE
fixme shorter way,CODE
fails,CODE
case y vector,CODE
check enough categories group fixme tolerant,ALGORITHM
onebyone,REQUIREMENTS
used ustart column lav fitted lavaan object use est,CODE
set residual variances enforce standardized solution residual variances specified syntax,CODE
fixme ovvar named check order elements,CODE
fixme change rmvnorm include library,CODE
fixme per group,CODE
generate z fixme replace rmvnorm use package,CODE
fixme use lisreleqsamos schems,CODE
group column add one rewrite function handle blockgroup hybrid settings,CODE
case eg,CODE
case eg,CODE
case,CODE
fixme also multilevel,REQUIREMENTS
userdefined residual variance fixme take first case multiple matches eg nlevels,CODE
case,CODE
override user list starting values provided look est column,REQUIREMENTS
fixme avoid loop,CODE
check lonely lhs modifiers efa found remove following startidx,CODE
block identifier weird give warning,USABILITY
stopifnot length ovnames nrow samplecov fixme check rownames reorder,DEFECT
dummy regression line,CODE
freq table y1 y2 loose missings usena ugly,ALGORITHM
get patterns fixme get,DESIGN
fixme ok set diagonal,CODE
always compute standard test statistic fixme nfac implicit computation fx,DEFECT
pvalue fixme df0 na trivial since pchisq df0 pchisq df0 pchisq df0 ncp0 this due different definitions limits left right from onwards use na df0 consistent,ALGORITHM
needed,CODE
safety check a pinv a not contain allzero rowscolumns fixme really needed as use ginv later,CODE
fixme check models nested parameter level,ALGORITHM
fixme check h0 contain additional parameters,DESIGN
fixme,CODE
parameter h1 m1 see somehow constrained parameter h0 m0 since work under h0 need use labelsconstraintsdef appear h0 unfortunately order parameters even p labels may different two models therefore attempt change order free column m0 map x provide h1 plabels used constraints must renamed necessary,ALGORITHM
ignore,CODE
put order using number free parameters nfreepar sapply mods function x x optim npar duplicated nfreepar fixme number free parameters maybe need count number constraints ncon sapply mods function x nrow x model conjac nfreepar nfreepar ncon,CODE
wow fixme may need reorder rowscolumns first covs lapply mods function x slot slot x sample cov sapply covs allequal covs stop lavaan error models must fit data nested models different npars,DEFECT
todo,CODE
however multiple groups mplus reports something else yr aug much trial error turns shiftparameter b weighted however chisqsquare per group different sum seems ok,DEFECT
check,CODE
check,CODE
handle equality constraints fixme inequality constraints ignored,ALGORITHM
fixme compute wlsw directly instead using solve wlsv,CODE
check,CODE
fixme move isnull release else written z1plus isnumeric release r object model conjac,CODE
fixme always use unstructured model say independence model structured information a1 far away b1 end na,CODE
,CODE
verbose,CODE
fixme worth making work abs x,CODE
check arguments want eg samplecov todo,CODE
fixme ready multiple groups yet,REQUIREMENTS
fixme make work multiple groups,REQUIREMENTS
fixme check mixed lvov indicators,REQUIREMENTS
todo comes automatic detection linked measurement models take single latent variable per measurement model block,ALGORITHM
fixme remove dummy lv s fixme remove used ov,CODE
scalar version,REQUIREMENTS
fixme lavmodelgradient delta,CODE
case traditional dataframe,CODE
ok something looks like parameter table fixme need check redundant arguments cfasem used trust call redundant c meanstructure intovfree intlvfree fixedx orthogonal stdlv parameterization autofixfirst autofixsingle autovar autocovlvx autocovy autoth autodelta,DEFECT
need figure ngroups ov s per group fixme need efficient way avoiding lavaanifyvnames,ARCHITECTURE
add names ovnames ovnames c ovnames lvnames badidx ovnamesy ovnamesx,DEFECT
need figure nlevels ov s per level fixme need efficient way avoiding lavaanifyvnames,ARCHITECTURE
need least levels,ALGORITHM
sanity check ordered argument case add lhs variables names new ordered true assume user means ordered names data new changed ov,ARCHITECTURE
fixme warn false eff,CODE
options given anyway eg start give warning,USABILITY
show first one stop warning stop could,USABILITY
fixme ovnames always contain x,CODE
needed,ALGORITHM
em force fixedtozero residual variances slightly larger zero,REQUIREMENTS
nothing,CODE
todo allow h1 either model syntax parameter table fitted lavaan object,CODE
fixme lavaanstart lavmodelgetparameters lavmodel type user lavpartable start lavaanstart,DEFECT
copy response patterns cache fixme data included model functions,CODE
multilevel,REQUIREMENTS
14bis lavfit remove offending packages fixed,BUILD
lavoptions start fit fixme needed,CODE
fixme needed,CODE
fsr wrapper local sam todo,CODE
h1 anova mean used,CODE
fixme make work multiple groups,REQUIREMENTS
clear se values needed global approach compute se,CODE
todo comes automatic detection linked measurement models take single latent variable per measurement model block,CODE
fatal,DEFECT
store mm fits output,ALGORITHM
label groups multilevel fixme need blocknames,CODE
fixme ok multigroup multilevel first group,DEFECT
fixme,DEFECT
overwrite slots fitpa better way pts se pts free 0l seqlen length pts lhs extraintidx sqrt diag vcov,DESIGN
might want change code convert uppercase less likely break code methods c amoc,DEFECT
causing slight problem css asymptotic cptmeanvar throws wrong error statement get around teststatcss penasymptotic loses tests,DEFECT
might want change code convert uppercase less likely break code methods c amoc,DEFECT
causing slight problem css asymptotic cptvar throws wrong error statement get around teststatcss penasymptotic loses tests,DEFECT
okay kind cheating,TEST
fails,TEST
fails fails,TEST
l p1 columns assume last column righthand side leave maybe add later rhs argument linearhypothesis car package,CODE
check models based data todo also check weights,CODE
todo check computations userdefined weights,REQUIREMENTS
todo often fail retries still work,DEFECT
todo basically always fails,CODE
todo often fail retries still work,DEFECT
todo basically always fails,CODE
todo allow user set control arguments pmvnorm optimizers,REQUIREMENTS
check negative vi s happen case,REQUIREMENTS
todo remove weights function rmaglmm objects,CODE
todo change weights function objects weights null,CODE
case user supplies limits wrong order,CODE
case user supplies limits wrong order,CODE
case user supplies limits wrong order,CODE
case user supplies limits wrong order,CODE
case,CODE
j causes kinds problems left,DEFECT
could consider implementing fisher scoring algorithm first derivatives elements information matrix given tallis could also consider estimating variance inverse information matrix but constructing information matrix takes bit extra work clear handle estimated cell probabilities go zero,ALGORITHM
nt really need,CODE
starting version compquadform element called qq called res way things work regardless version compquadform installed,ALGORITHM
easier understand tad slower small k faster larger k,ARCHITECTURE
case user supplies limits wrong order,CODE
case user supplies limits wrong order,CODE
todo simplified every time i sit stare mess gives headache,CODE
fixme x glevelsf may numeric case wrapping recognized,DEFECT
fixme x hlevelsf may numeric case wrapping recognized,DEFECT
user specified xlim set automatically todo maybe try something based ci later,BUILD
geometric mean tau2 values hackish solution models multiple tau2 values note works 1mean todo consider something sophisticated,ARCHITECTURE
todo make option,REQUIREMENTS
todo check computations userdefined weights,REQUIREMENTS
todo check computations userdefined weights,REQUIREMENTS
x ifelse isna x x quite bit slower following,ARCHITECTURE
fixme when using glmmadaptive comparable fe model tau2,DEFECT
fit ml model notes recommended alternative using group1 instead group12 random effect since forces variance group lower approach okay also allow group1 random effect intercepts correlate fact identical bivariate model startc sqrt lme4 varcorr resfe effect since start value tau2 specified using probably ideal,ALGORITHM
fixme when using glmmadaptive comparable fe model tau2,DEFECT
fixme when using glmmadaptive comparable fe model tau2,DEFECT
two commands always false leave case,DEFECT
mfsf mfs needed moment,CODE
check ratio largest smallest sampling variance note need exclude special cases nan max vi inf todo use condition number v instead,ALGORITHM
todo allow rscale vector different rs scaled differently,REQUIREMENTS
ds j asmatrix nearpd ds j mat avoids full matrix becomes nonpositive definite adding tiny amount diagonal ds j easier works well todo consider something like default,CODE
todo consider better way set initial values total max sigma2s tau2s gamma2s var c y x resfe beta 1mean 1diag v total max sigma2s tau2s gamma2s var asvector sy sx beta 1mean 1diag v,CODE
select correct rowscolumns hessian depending components model fixme nt quite right since diag id rhophi element fixed also exclude fact fixed elements filtered,ALGORITHM
check ratio largest smallest sampling variance note need exclude special cases nan max vi inf todo use condition number diag vi instead,CODE
set alphainit check length alphainit matches number parameters fixme need better way setting default initial values,CODE
case test originally,CODE
todo clean attribute elements longer actually part object,DESIGN
todo add check case problems fitting model,ALGORITHM
todo complete,TEST
note self search find adjusted tolerances tests hardcoded tolerances search tolerance0,CODE
xxx ugly,CODE
workaround posixct class,CODE
how download arrays coordinates set scidbunpackfalse use apply faster cases used aio,PEOPLE
map scidb missing aka null na preserve default null this sucky parsing problem binary transfers,CODE
add verbose,REQUIREMENTS
fixme matrix export xmatrix sparse matrix nas dropped setclass sparsenamatrix contains dgcmatrix,DESIGN
fixme could cheaper,ARCHITECTURE
fixme removeknownratings implemented setmethod removeknownratings signature x binaryratingmatrix function x known known ratingmatrix stop known needs ratingmatrix stop currently implemented,CODE
regular distances fixme distances faster,ARCHITECTURE
fixme add minimum number matching itemsmin number predictive items,ALGORITHM
fixme measures,CODE
fixme make sparse,REQUIREMENTS
notes the implementation basic implementation algorithm fixed chosen number iterations without parallellization speed slower algorithms seems workable the actual model construction actually happens call predict this disadvantage als algorithm actually train model data test users when set verbose true see converge error function printed the algorithm allows low rmse errors test data for topn predictions calculated tprs lower popular algorithm though it seems case topn movies test set seen marked false positives als recommend movies often seen similar people gave good ratings while marking nas false positives reasonable way handle nas perhaps might interesting also provide option simply ignore nas calculation,ARCHITECTURE
might fit memory maybe use sample,ARCHITECTURE
might fit memory maybe use sample,ARCHITECTURE
prediction fixme add weiss dissimilarity,ALGORITHM
fixme remove self matches,CODE
fixme remove self matches,CODE
case,CODE
fixme test zscore missing,TEST
fixme test results expectequivalent pred matrix,TEST
fixme test results expectequivalent pred matrix,TEST
note user neighborhood rating i2 na way fix hybridrecommender,DEFECT
fixme test results expectequivalent pred matrix,TEST
todo implement check k ncells avoid correlation calculations implement error reportinghandling failed cell fits,CODE
todo correct batch effect cellcell similarity matrix,DEFECT
generate random normal matrix todo use ncells instead ncol matw,CODE
rowcols colcols matrices,CODE
todo fix server rescue,CODE
nt work,DEFECT
ugly hack restrict nonnegative slopes,REQUIREMENTS
elegant given part header transform row tibble,CODE
ignore deaths births,REQUIREMENTS
for reason piinit nt work mixvbem,DEFECT
add dummy function return na,CODE
somewhat stupid,TEST
following tests work new lmertest march,TEST
todo the based githug version kableextra undocumented likely change also would nice avoid tfoot screw auto width full table,DOCUMENTATION
stargazer seems bug columnlabels treated texthtml escaping labels help even sometimes introduces error,DEFECT
todo libcheck run solver make sure packages library fine,BUILD
todo libdoctor check packages loaded also broken dll files windows maybe merged libcheck,DEFECT
todo libupdatestatus,CODE
todo libupdate,CODE
todo check version requirements,CODE
todo theory set base packages change time would need r version specific vector not issue currently might future,BUILD
todo load pkgload ideally but would require big changes pkgload,BUILD
todo projcheck run solver project description see everything ok,REQUIREMENTS
todo projdoctor check packages loaded also broken dll files,DEFECT
todo projprune remove unneeded packages project library,DESIGN
todo what r package or create description files automatically,DOCUMENTATION
rules optional false means imports otherwise suggests if package already included remove first if want linkingto depends ll need add manually todo messages changes andor current state todo add version requirements automatically,ALGORITHM
todo messages changes andor current state,USABILITY
this workaround r cmd check,BUILD
todo add functions common subexpression issue function returns random values ie rnorm b rnorm wrongly optimize tmp rnorm tmp b tmp todo check functions modify parent env in way function calls wont stop optimization,DEFECT
get old code add braces parse fpd,CODE
todo implement intelligent constant folding example fold x todo reorder vars associativity todo try constant fold knownfunctions constants,CODE
i pass values function defs propagation,DESIGN
todo check dead expressions never assigned vars foo x return equivalent foo return first one might error,DEFECT
todo implement intelligent dead store example return remove first assign todo remove variables affect returned value,CODE
todo invariant subexpressions motion n x equivalent is1 x n is1 todo check assigned vars moved present parent env add false x equivalent x false,ALGORITHM
todo corecharts diff intervals steppedarea,REQUIREMENTS
todo numeric values need scaled negatives removed ensure ordering maintained returned back onto data also handle floating point errors using factors,REQUIREMENTS
todo different types charts area numeric columns needs label s also id,REQUIREMENTS
temporary solution,CODE
todo lat lon single values,CODE
todo update bounds layer info window,CODE
todo replicate blog https mapsapisgoogleblogcom201404buildmapinfographicwithgooglemapshtml,CODE
todo max intensity,CODE
todo tests info window single value repeated markers column data chart supplying suplygin id column,TEST
todo plot bbox rectangle requested,CODE
todo better representation min max values legend options show min max extremeties legend option turn maximumminimum values remove maxima instead use prefix suffix minmax values,REQUIREMENTS
todo sepecific address types c streetaddress route intersection political country administrativearealevel1 administrativearealevel2 administrativearealevel3 administrativearealevel4 administrativearealevel5 colloquialarea locality ward sublocality sublocalitylevel1 sublocalitylevel2 sublocalitylevel3 sublocalitylevel4 sublocalitylevel5 neighbourhood premise subpremise postalcode naturalfeature airport park pointofinterest,REQUIREMENTS
todo marker clusters add remove layer impact marker layers,TEST
re turning one one variable mapped mean,TEST
todo different legend options stroke fill one legend option apply stroke fill,TEST
todo floats characters,TEST
todo tests id value supplied,TEST
