text,label,document_index
set sure nothing hopefully,ARCHITECTURE,4791
fixme is better way handle,CODE,4792
fixme previously,CODE,4793
fixme,DEFECT,4795
todo clean code add eval functions change alpha confidence,DESIGN,4797
todo check seq models,CODE,4798
todo check seq models,CODE,4799
todo add todo add list,ALGORITHM,4800
todo use parallelize,CODE,4801
todo make input vector,CODE,4802
todo save parts need inside loop,CODE,4805
todo make argument save prediction probabilities adapt code average use prediction function make predictions change nrow average detect class prob column names drop last one code nt converted character call make smaller create new function real work test test test,TEST,4807
sample nt work surv objects,DEFECT,4808
aggregate average stats todo add weights res support two classes well,REQUIREMENTS,4810
todo this moved inside pca code done scaling,DESIGN,4812
todo what range used,CODE,4813
todo prob us vars next line,CODE,4814
the formula interface much slower interface latter would samples set,ARCHITECTURE,4815
todo make sure var ignore else remove,CODE,4816
todo make function,DESIGN,4819
selected,REQUIREMENTS,4820
todo constraint let length,ALGORITHM,4822
todo add check method,CODE,4823
in case prediction bounds used compute limits for store control object since gets passed,DEFECT,4824
surv todo modify surv objects,CODE,4825
todo used give results,CODE,4826
in case prediction bounds used compute limits for store control object since gets passed,ALGORITHM,4828
todo fails,ALGORITHM,4829
todo check seq models,CODE,4830
todo check seq models,CODE,4831
kept environment maybe elegant solution,ALGORITHM,4832
todo incomplete max level lower test,TEST,4833
trick prevent internal datatable copy return,CODE,4834
trick cmd check trick cmd check trick cmd check trick cmd check,BUILD,4835
trick cmd check trick cmd check trick cmd check trick cmd check trick cmd check,BUILD,4837
get gamma put function elsewhere,DESIGN,4838
important note distance matrix specified running time much choosing range fixed bandwidth range ca nt decided boundary box,ARCHITECTURE,4840
important note distance matrix specified running time much choosing range fixed bandwidth range ca nt decided boundary box,ARCHITECTURE,4841
important note distance matrix specified running time much choosing range fixed bandwidth range ca nt decided boundary box,ARCHITECTURE,4842
to worked the outputs point include observed fitted residual residual parameter estimates standard errors parameter estimates values condition number variance factors variance decomposition,ALGORITHM,4843
replace old code something faster also replaced way bit faster replace rho function supplied one correct weighted version,ARCHITECTURE,4844
todo mean use factors what else count test warn mean add multivariate ok factors do add methods converted objects add example output documentation,REQUIREMENTS,4845
hack decent width error bar,CODE,4846
todo help file choose functions,CODE,4849
todo lm work bandwidth,REQUIREMENTS,4851
the following two variables hard coded,CODE,4853
todo sometimes used used,PEOPLE,4854
todo need wrap label,PEOPLE,4855
nt think,CODE,4856
single argument version supported display,REQUIREMENTS,4857
ordering does not work right now why,DEFECT,4859
need empty slots,CODE,4860
fixme should param check last line,CODE,4861
todo,REQUIREMENTS,4864
calculate starting values needs work time finish yet,DEFECT,4865
group constraints exist elegant probably everything else,CODE,4866
only work,DEFECT,4867
fixme get scaling right,DEFECT,4869
fixme node,CODE,4871
fixme models nt using next line,DEFECT,4872
two things think only analysis models different why rep move pass values add slots class put also nt,DESIGN,4873
collapse labels fix length never,DEFECT,4874
todo use check whether,CODE,4875
todo use,CODE,4876
test whether correlation zero this numerical approximation todo check n1 n2 undefined check todo remove all numerical stuff,ALGORITHM,4877
todo use,CODE,4878
todo might function,CODE,4879
no idea everything failed,DEFECT,4880
dumb starting values,CODE,4881
to removed sparse matrix support complete,CODE,4882
what use,ALGORITHM,4883
todo add checks,CODE,4884
todo check compatible,CODE,4885
todo improve breaks,DEFECT,4886
todo test adding columns separately vectors first faster,ARCHITECTURE,4887
todo range make selection sort calculate length,CODE,4888
todo export stuff,DESIGN,4889
todo make fail safe one nonexisting,USABILITY,4891
todo add na,CODE,4892
construct dummy,DESIGN,4894
dummy,DESIGN,4895
ok need make end vector,CODE,4897
restore column name must better way,CODE,4898
bug paths,DEFECT,4899
todo multivariate test equality means todo compare covariance matrices,TEST,4900
todo compare standard using http,TEST,4901
todo test,TEST,4902
todo will require,ALGORITHM,4905
equal weights,ALGORITHM,4906
use test,TEST,4907
prediction intervals fail testing slow leave expecttrue mm nrow mm level upper mm nrow mm level upper,ARCHITECTURE,4908
base models work,TEST,4909
fails rdevel less function call expecttrue format bytes no worse improved function call expecttrue format bytes,TEST,4910
ignore since nt,TEST,4911
base forecasts work,TEST,4912
if test method generate pvalue so ca nt plot plot if generate plot parameters,TEST,4915
todo handle equal,CODE,4916
todo include,DESIGN,4917
ugly convert character,CODE,4918
todo replace special character prefix character,CODE,4919
todo make return subset causing,DEFECT,4920
todo produce right weight vector vector weights,DEFECT,4922
todo fix work currently errors tests names isnull names sep,DEFECT,4925
todo add check,CODE,4926
returned called cat,CODE,4927
todo make possible supply value list x1 makes values lot easier used want solution space non variables,REQUIREMENTS,4930
todo remove function,CODE,4932
,TEST,4933
large differences values,TEST,4934
used cause crash,DEFECT,4935
what impact private control flags,CODE,2
requires validation,CODE,3
todo might need put params,CODE,4
explicitly set origin remote needed using,BUILD,15
supported,DEFECT,18
update breaks,DEFECT,20
real plot info length must,CODE,27
would better base top data structure provides files root directory use printing,CODE,28
probably loaded devtools,BUILD,30
nt get,CODE,35
todo,CODE,45
todo consider,CODE,54
fix lost factor information may needed,ALGORITHM,60
probably redundant check,CODE,64
future currently implemented,REQUIREMENTS,68
add info series function parameters add note print number,DOCUMENTATION,72
drop attributes nt want deal todo,CODE,79
how print,CODE,81
todo speed,ARCHITECTURE,88
todo speed,ARCHITECTURE,91
new style parameters ca nt yet,CODE,95
todo getoption,CODE,103
new style parameters ca nt yet,CODE,110
todo tests hard cases,TEST,118
todo subsetting,DESIGN,119
not meaningful tests they good testing functions run much,TEST,121
todo,TEST,122
todo check,TEST,125
todo find way detect connect timeout https https failing connect within given time cause exit timeout exit code however note exit code https operation timeout the specified timeout reached conditions several exit code one timeout limits reached https timeout reached actual message could potentially match,ARCHITECTURE,129
to do element named filename sure parse yet filename https,CODE,130
know could use easier,CODE,131
todo forward info package available https,DESIGN,137
slow tests bit fragile,ARCHITECTURE,171
create new matrix need modify noise added variable blocks instead fixed blocks,DEFECT,184
todo make axis lines match date positions data,CODE,185
function filter nt work,DEFECT,186
fix args,CODE,192
copied directly import,BUILD,193
turn progress quick plot todo turn test back uses message properly testthat print progress true,TEST,198
problem here would equal expectequal get data label,DEFECT,199
note dropped colors fixed,CODE,201
todo,CODE,204
todo update sf,CODE,208
for windows convert version work box legacy files eg nt checked,DEFECT,213
to do add number polygons,DEFECT,215
checking make sure qc labels unique qc old code delete,CODE,218
temporary var old,CODE,221
tom code tom variable name,CODE,230
yuliya sure needed needed group yuliya removed line do think needs done center around zero mean across samples note changing matrix pass svd,CODE,231
todo also override data used trace,CODE,240
todo generate matrix users vector null throw error vectors length length length convert matrix,CODE,241
got error incorrect number dimensions added dropfalse avoid vector conversion,DEFECT,248
need update cls labels,CODE,250
redundant dataset,CODE,253
todo combine results without applying lapply,CODE,258
todo change species,REQUIREMENTS,259
tested work method need compute weights edges node,TEST,263
other parameters none,CODE,265
based hard coded threshold,CODE,270
todo change,CODE,273
have adjust,CODE,275
fix issue,DEFECT,277
bug workaround,DEFECT,278
expand one side consistent old code,CODE,279
return null ve got less samples required total number peaks larger certain threshold note original implementation completely correct might correct,CODE,280
part hard coded,CODE,286
names may long,CODE,294
names may long,CODE,297
step plots if keep one row per variance coef coef coef col vector if kept one row per variance matrices would need kept so keep row per event things like plot end there cheat kept unique matrices special case covariate,DESIGN,301
case integer,CODE,305
left continuous,CODE,307
fix later,DEFECT,313
this check could though nt see we want make sure line makes sense data types user passed,CODE,317
we ca nt use asinteger index factor variable levels asinteger could give instance,CODE,319
object work around issue print group group,CODE,322
case since points case user nt,ALGORITHM,328
automatically generated directory replaced this code deprecated,CODE,334
if model print long warning message people may nt see another way bad without probably complain factors never strata cluster term,USABILITY,338
design long not include time returned survival bad choice in code less even the drop,ALGORITHM,341
needed,CODE,360
graph useful debugging,CODE,363
older style call,CODE,364
graph useful debugging,CODE,368
data fails due groups coef gets hand in fact data set test model therefore,TEST,369
todo get names data object save separately provide function load,CODE,374
try creating even old temp dir this nt ideal would like rather say temporary directory use current one,ARCHITECTURE,375
todo objects changed,CODE,377
todo test documented everything files,DOCUMENTATION,379
commented rep asposixct asnumeric origin first last,TEST,385
todo make sure unique unique,CODE,391
todo check filter state,CODE,395
todo warn width small,CODE,397
todo add state validation,TEST,399
todo add type,REQUIREMENTS,418
appears missing code body function add,CODE,428
cmd note,BUILD,432
note cmd check,BUILD,434
also ordered expectation,CODE,454
fails,TEST,459
debug,CODE,464
match think,CODE,475
done,ARCHITECTURE,476
cell set na na layer that ideal easier,CODE,482
removed,CODE,489
tested much,TEST,491
old format,CODE,494
currently single layer,REQUIREMENTS,495
could done much,ARCHITECTURE,497
slow,ARCHITECTURE,499
compare,CODE,500
hack make sure assume values integers first values decimal point,CODE,502
backward compatibility,CODE,505
do not export,DESIGN,514
nocov nocov,TEST,521
nocov nocov,TEST,522
nocov nocov,TEST,524
nocov,TEST,537
nocov,TEST,538
nocov,TEST,549
nocov,TEST,551
unless first character fix needed hb,CODE,558
nothing todo,CODE,562
this makes rna is want hb,REQUIREMENTS,563
this workaround make sure connection inside trycatch statement,CODE,576
can replace base hb does to avoid tmp tmp,CODE,582
not needed anymore,CODE,586
not needed anymore,CODE,595
not needed anymore,CODE,596
not needed anymore,CODE,599
workaround fact string,CODE,603
workaround base support paths leading cf https hb,CODE,604
nothing todo,CODE,613
code expression workaround the following evaluate environment envir due captureoutput unless evaluate envir this sanity check hb,ARCHITECTURE,619
sanity checks for assume intervals hb,ALGORITHM,621
not needed anymore,CODE,622
to please cmd check,BUILD,625
not needed anymore,CODE,626
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,636
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,639
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,646
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,649
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,658
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,663
make report description empty hardcoded api call report metric specified save,CODE,671
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,676
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,677
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,683
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,688
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,697
create sparse matrix appears work provides wrapper around error appears related deprecated functions,DEFECT,700
not needed anymore,CODE,721
duplicate logic,BUILD,735
see version todo expand version,VERSIONING,738
todo better algorithm keep dependency free,DESIGN,739
todo check string correctly encoded anything,CODE,742
todo is possible support,CODE,743
todo hash could proper length might give better performance probably worth checking point also text standard though supported see note table name,ARCHITECTURE,744
todo detection thing might good list,DOCUMENTATION,746
delete key because return key includes step first otherwise need ugly probably return delete things,ARCHITECTURE,748
todo nt use in single cases use requires final whole thing,CODE,749
note this uses actually think might right call this could implemented want previous implementation storr objects one cache nice todo need support parallel not possible todo support passing actual storr case take driver element possibly,ARCHITECTURE,750
using,BUILD,771
work around onload problem isnull options init,CODE,776
sum let expand todo detect automatically need evaluate anything argument eg needs,REQUIREMENTS,798
todo write generic method,CODE,799
error indices used,DEFECT,801
define variables fix visible binding check bit hack,CODE,803
define variables fix visible binding check bit hack,CODE,809
hacky way dealing repeated text entries,CODE,810
these deprecated functions likely removed future versions documentation functions incomplete,DOCUMENTATION,811
ensure function runs todo perhaps check graphics output make real unit test,TEST,816
to do add validation counts,ARCHITECTURE,819
not needed anymore,CODE,822
workaround least seconds may result infinite fixed https,CODE,824
ad here future node yet assigned look first worker assume others hb,CODE,826
workaround skip makes assumption local in case changes provide internal options adjust hb,CODE,831
ad hoc requires input if try read nonexisting standard input hb,CODE,839
note we use job wait false timeout return null timeout value future expression may return null workaround parallel fixme can use result instead hb,CODE,842
not needed anymore,CODE,848
trim drop empty results case,CODE,857
suppress warning message in return expr name promise evaluation,CODE,862
note do nt startup might give error,ARCHITECTURE,866
workaround ed processing gives really odd results running github actions hb,BUILD,868
bug fix in globals global lhs assignment would,DEFECT,874
fixme should value,CODE,882
workaround triggers warning not sure hb,DEFECT,884
does nt work covr depends stats loaded,TEST,885
null goes away,CODE,887
generic dumb reports nt implement logic guessing coercion etc,CODE,889
nocov start,TEST,892
todo revisit https,CODE,895
todo factor,CODE,899
hacky implementation na default,CODE,904
todo nt show people sheet name via sheet always specified elsewhere,CODE,909
hardcoded maximum two windows per defined window length constant,CODE,921
no idea what rest noise is for test needed,TEST,928
no idea what rest noise is for test needed,TEST,929
load turned already loaded earlier script,CODE,935
analysis stops trick stop stop reading enough data block,CODE,936
would nice load object,CODE,948
fix missing part data,DEFECT,954
could add trycatch case which fails,CODE,955
first block read probably,DEFECT,957
run function data,CODE,963
run function data,CODE,964
hard coded assumption dynamic range,CODE,966
using large total singular value nt use dataset small ncol,DEFECT,976
ca nt use transform model,TEST,981
the checking code looks objects package namespace dll removes following note problem check gives error dll dll foo 0l see https setting class needed avoid note returning wrong class the local object found first actual call current behavior,CODE,982
this workaround bug and also windows line ending characters,CODE,989
results equal introduces rownames check numerical equality attributes,CODE,994
nocov end,TEST,1002
nolint end nocov end,TEST,1004
slower works also correctly values inf breaks,ARCHITECTURE,1022
case,CODE,1025
todo error ok empty,CODE,1036
todo add tests examples expectequal dim,TEST,1054
fails cran components inversed,BUILD,1058
exclude case nt return,CODE,1062
not needed anymore,CODE,1063
todo not anything,DEFECT,1064
for assume somehow,REQUIREMENTS,1069
nocov start,TEST,1071
nocov end,TEST,1077
nocov start,TEST,1079
nocov end,TEST,1080
nocov end,TEST,1082
nocov,TEST,1100
nocov,TEST,1107
nocov,TEST,1111
nocov nocov nocov nocov,TEST,1123
nocov nocov,TEST,1125
workaround,CODE,1128
function reverse order tree base,CODE,1139
the following line environment formula made update fail line capscale fails point,DEFECT,1142
we handle missing values yet,REQUIREMENTS,1145
matrix always if matrix set attributes printing this dirty handled,CODE,1146
want models based variance correlations break methods depending scaling internally scale false,DEFECT,1150
asmatrix changes vector matrix hack may fail sometimes probably less often without hack,DEFECT,1162
fails head goodness display sites currently head goodness display sites implemented partial head goodness display sites currently head goodness display sites partial,TEST,1167
latter failed given factor level removed would fail error long fixed case data also levels,DEFECT,1172
future,CODE,1176
future,CODE,1177
nocov end,TEST,1179
dummy,CODE,1190
prediction sometimes fails,TEST,1205
much missing values sum length na adapt set,CODE,1215
bug need remove incomplete year,DEFECT,1218
nocov,TEST,1226
https this could probably better it nt work tibble,DEFECT,1239
it removes environment could large needed prediction used modelmatrix data environment object never need guess could used look global variables formula nt want it used modelframe evaluate also evaluated data always,ARCHITECTURE,1247
todo incorporate boxcox transformation ie box lambda lambda quantile the case lambda may case ignored flowclust,CODE,1251
support filter use csv template workaround stop supported yet pass,CODE,1257
todo determine range peaks tiny threshold exclude features range data long tail values higher adjust values nt,REQUIREMENTS,1260
create dummy todo move deprecate dots list dots,CODE,1263
todo fix error,CODE,1267
todo use return close names,CODE,1283
workaround https,CODE,1284
todo handle case ca nt open browser,CODE,1286
todo support,CODE,1290
todo,CODE,1291
hack implement array instead use,CODE,1293
todo debug,DEFECT,1298
todo the currently updated,CODE,1302
todo update well,CODE,1303
encoding used input files todo place utils script is nt also,DESIGN,1306
check,CODE,1317
hack,CODE,1322
still sure best thing evaluate elements call make sure still function new environments call lapply call call lapply call eval fails funny environment eg called lapply need first place fixme change update profile model properly rather call generally find way original form,DEFECT,1330
fixme code ie replace fitted objective function parameter vector optimizer method control settings min standard allow starting values set mle always use mle default previous two fits,CODE,1346
reset par par anyway,CODE,1352
fixme this need cat obj obj fixme,CODE,1353
fixme compare two update mle2 function object evaluate true call object call extras matchcall false length extras existing isna match names extras names call names extras existing call extras existing call call extras existing call call evaluate eval call parentframe else call,CODE,1364
not working,DEFECT,1367
throws warning cran system report using development using nt seem suppress warning instead use test https,TEST,1378
slow,ARCHITECTURE,1379
target last nt debug often nt want extra files,DEFECT,1382
need copy files needed testing copy everything need eventually tests,TEST,1389
create arguments we need docall pass default args maybe better way using rlang,CODE,1393
give team higher weight compare todo come better tests feature,TEST,1394
dummy trick cmd check,BUILD,1396
working yet,DEFECT,1399
nocov start,TEST,1402
nocov,TEST,1406
todo allow matrices specified default matrices,REQUIREMENTS,1430
todo somewhere add check least one exist,CODE,1439
works todo add processing variables variables switching,DEFECT,1440
yet tested,TEST,1445
probably wo nt work,DEFECT,1446
todo error message,USABILITY,1451
years convert actual error todo,REQUIREMENTS,1454
partial solve possible covariances fixed zero variances free analytical solution still possible cases one latent all covariances fixed zero conditional one latent there free covariances,REQUIREMENTS,1460
broken case covariance data means analytical solution block this case covariance data means data present solve analytical,DEFECT,1463
normal case probably time,CODE,1470
objective sum todo combine objectives models objectives paste objective sep,ALGORITHM,1471
using covariance matrix function work cov asmatrix model data observed length latentvars,DEFECT,1475
nocov end,TEST,1492
wrap,CODE,1494
incorporate row frequency weight information todo,REQUIREMENTS,1499
todo need input checking for instance positive integer right,DEFECT,1507
nocov,TEST,1516
future work objects nt work yet,DEFECT,1519
nocov start,TEST,1521
nocov end,TEST,1522
fixme average anymore,DEFECT,1527
last column match split ie nt want edge return node,CODE,1548
fixme no good identifier none specific version,DEFECT,1553
ca nt impute right,CODE,1558
warning work s4 methods,DESIGN,1560
treat missing argument compatibility tab na zero mean mean,CODE,1572
retain given dates valres quantile valres not working for valres valres,DEFECT,1577
function along necessarily break code case,CODE,1581
todo keep record etc allow rather,CODE,1583
todo make covariance matrices ones take instead data replace individual function add ability components test ed maybe want separate matrices could runs separate test things improve matrices could store results one run copy whole environment,REQUIREMENTS,1589
older data,CODE,1590
hack samples bug,DEFECT,1592
hotfix regions treated timing m2,CODE,1597
open running test interactive mode this force available run test if better way test please let know see thread https,TEST,1601
option choose whether filtering statistics cat sep,ALGORITHM,1604
implementation intended internal function use inside data table grouped inside fixme returns na join type beta na important,CODE,1605
fixme make,CODE,1606
fixme may return zero rows handle gracefully,CODE,1607
query marginal statistics fixme handle better always return default marginal lookup,DEFECT,1609
fixme explicitly pass priors,DEFECT,1610
internal function query conditional signals query region fixme currently selection supported,REQUIREMENTS,1619
data rows fixme add expected columns attr,DOCUMENTATION,1625
fixme names attr data add true zeros,DEFECT,1628
aggregate signals fixme throws error data rows,DEFECT,1630
otherwise query genes left right fixme perfect,CODE,1635
fixme filter,CODE,1637
fixme return data table zero rows,CODE,1638
happen,DEFECT,1640
changing call true would make stop message say error occurred we want parentframe find error actually occurred fixme,DEFECT,1643
note used idea deprecated,CODE,1656
hack work around line,CODE,1662
needs better bounds range checking na fails,TEST,1672
work fine filtering arguments missing internally sets true,CODE,1680
force settings true case user options try override,CODE,1693
fixme check column classes character,CODE,1699
fixme check code runs,CODE,1700
force even though variable per code assumes exists error fixme allow force list sort columns unique tables,ALGORITHM,1703
even though work complete analysis dataset,ARCHITECTURE,1708
fixme trycatch inside,CODE,1709
there dataframe option name fixme,CODE,1711
print model summary report note that with empty models throws error message test,TEST,1713
note fast,ARCHITECTURE,1716
fixme should warn characters,DEFECT,1719
fixme allow option row names requires pass option,REQUIREMENTS,1722
fixme throw error fails,CODE,1723
this import warning cmd check sure fixme,DEFECT,1726
current db format means included table hence substitute missing zero fixme dangerous return incorrect numerical data currently use single alpha col bg coding,DEFECT,1733
fixme still quite right,DEFECT,1734
deprecate use trycatch,CODE,1739
fixme environment consider select relevant user,DEFECT,1744
fixme grepl content expired help user,USABILITY,1745
fixme grepl content expired help user,USABILITY,1746
else singular happen,CODE,1754
fixme see issue https,DEFECT,1764
todo check cache age,CODE,1772
todo what length,CODE,1778
todo need validate task needs id,CODE,1783
todo error files todo better way get document,CODE,1787
todo decide limit inf hack row limit,CODE,1794
todo check whether schedule actually exists todo fix day first provided todo type make sure schedule turned json properly,CODE,1803
todo need find way categories error chr can assign todo need bad data structure todo possible could connect server get strange results ie build tag tree server use server ids would match,DEFECT,1806
todo need validate task needs,CODE,1816
fails today,TEST,1829
fails today,TEST,1830
note bit variable vector term names weights it actual name weight function this old code,CODE,1836
this workaround model,CODE,1837
ugly code fix,CODE,1840
how handle multiple plots cluster,CODE,1849
assuming dimnames correlation matrix may require safety check try,ARCHITECTURE,1873
move ending side might still broken,DEFECT,1878
todo the following double necessary require one connection per argument,CODE,1884
todo rm causing issues isnull private futurepromise rm private futurepromise,ARCHITECTURE,1888
work,TEST,1896
error index ok currently selected product nt save nocov possible interactive,TEST,1902
nocov start,TEST,1911
nocov end,TEST,1912
nocov end,TEST,1915
nocov start,TEST,1916
nocov start,TEST,1918
nocov end,TEST,1919
nocov end,TEST,1923
nocov start,TEST,1928
nocov end,TEST,1946
nocov end,TEST,1947
nocov start,TEST,1950
nocov start names bands available selected product,TEST,1957
nocov start,TEST,1959
nocov end,TEST,1965
nocov nolint,TEST,1970
nocov,TEST,1972
nocov start,TEST,1974
nocov end,TEST,1975
nocov,TEST,1977
nocov end,TEST,1988
coverage interactive nocov start,TEST,1993
todo travis gets gdal expectequal,BUILD,1998
select automatically appropriate task due data target,REQUIREMENTS,2001
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,2002
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,2004
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,2010
select automatically appropriate task due data target,REQUIREMENTS,2013
select automatically appropriate task due data target,REQUIREMENTS,2015
convert factor factor already categorical version not done factors avoid zero levels probably handle surv object,DESIGN,2032
take value outside not function,DESIGN,2039
put variables names back rows solve,CODE,2040
identical constant comparison vector zero vector also zero nan due division zero variance zero,DEFECT,2046
id actually factors id original dataset risky,ARCHITECTURE,2051
store states actions corresponding number possibly write file set maximum size,REQUIREMENTS,2054
fixme allow errors,CODE,2055
fixme add character actions eg left,REQUIREMENTS,2057
fixme check arguments,CODE,2063
fixme check arguments,CODE,2065
model fixme add support,REQUIREMENTS,2069
todo if colnames rownames found fill nas this behaviour list rna rna todo determine use,DEFECT,2072
functions todo add function documentation,DOCUMENTATION,2083
todo add function documentation,DOCUMENTATION,2085
todo removed classversion se specific testthat expectequal lapply function classversion lapply function metadata classversion info the classversion equivalent,TEST,2097
complain complain todo add strings expectwarning call complain complain,USABILITY,2100
todo tests coregx,TEST,2106
fix labels,DEFECT,2116
init weights data ones size somewhat choice stupid,REQUIREMENTS,2119
could matter big data,ARCHITECTURE,2120
project twice sure,ALGORITHM,2121
argh really want use anyway,CODE,2127
fixme use eg times message base message value paste value collapse metadata must match exactly data matched,DEFECT,2138
nocov,TEST,2141
nocov end,TEST,2143
nocov,TEST,2149
nocov,TEST,2151
nocov,TEST,2152
nocov,TEST,2155
nocov,TEST,2161
nocov,TEST,2163
nocov,TEST,2164
nocov,TEST,2173
nocov,TEST,2176
nocov,TEST,2177
nocov,TEST,2184
nocov,TEST,2187
nocov,TEST,2188
nocov,TEST,2194
set default type none provided nocov start,TEST,2206
nocov end,TEST,2212
nocov,TEST,2216
nocov,TEST,2220
nocov,TEST,2224
parallel times wo nt detect otherwise,CODE,2229
ca nt dependency comes,BUILD,2233
xxx todo,CODE,2234
git github currently supported github allows us via,VERSIONING,2239
call packages file already exists empty true field present existing packages file,CODE,2248
todo check length,CODE,2252
lag stats lag nt work dplyr lag,DEFECT,2270
figure use maybe ways quick dirty works,CODE,2274
note check done issues empty tabix files,CODE,2280
split data todo allow user supply like argument split either single value or vector,REQUIREMENTS,2288
using require instead allow formula parse correctly gam nt work recognized special function,DEFECT,2289
todo support early stopping requires see,REQUIREMENTS,2293
todo test hyperparameter optimization,TEST,2299
need cleanup future tests nt fail use object,TEST,2310
need cleanup future tests nt fail use object,TEST,2311
need cleanup future tests nt fail use object,TEST,2312
hack classes,DEFECT,2328
guess number pairs work around bug,DEFECT,2332
date,CODE,2339
trick,CODE,2344
temporary hack save info points,CODE,2348
this slow,ARCHITECTURE,2352
used,CODE,2356
uncorrected for purposes,DEFECT,2358
make object,CODE,2372
check funny,CODE,2380
slow code,ARCHITECTURE,2384
work around changes,DEFECT,2391
code blocks split,CODE,2392
remove tables wo nt need table id rename,CODE,2400
set na ids case one,CODE,2405
ca nt use value,DEFECT,2412
na change data isna data missing,CODE,2414
null last,CODE,2417
elegant way switching strings logical values,CODE,2429
elegant way switching strings logical values,CODE,2430
temporary,CODE,2449
initialize token method chosen null,DESIGN,2451
trick start naming nodes,CODE,2455
transformation matrix division fixme change sign rows,ALGORITHM,2463
fixme eventually incorporate using formulae coefficients for table cell size looks like khz and khz khz,REQUIREMENTS,2464
fixme find whether echosounder records ever etc guess fixme answer docs really clear they fixme say little anything fixme if echosounder data lack things trim fixme code following comment also fixme code comes ch loop velocityincluded echosounder length unique velocityincluded echosounder stop velocityincluded values nonunique across echosounder data records echosounder array double length echosounder amplitudeincluded echosounder length unique amplitudeincluded echosounder stop amplitudeincluded values nonunique across echosounder data records echosounder array raw length echosounder correlationincluded echosounder length unique correlationincluded echosounder stop correlationincluded values nonunique across echosounder data records echosounder array raw length echosounder altimeterincluded echosounder length unique altimeterincluded echosounder stop altimeterincluded values nonunique across echosounder data records echosounder vector numeric length echosounder echosounder echosounder vector numeric length echosounder echosounder vector numeric length echosounder,DEFECT,2475
fixme read fields following list,REQUIREMENTS,2476
fixme read fields following list,REQUIREMENTS,2477
fixme determine echosounder records types data the docs clear whether echosounder data ever etc the main reason think things sequence data types ncol echosounder nrow echosounder ncol nrow n2 i0 velocityincluded ch ch readbin buf integer endian little echosounder echosounder matrix i0 i0 n2 amplitudeincluded ch buf i0 seq n1 echosounder echosounder matrix i0 i0 correlationincluded ch buf i0 seq n1 echosounder echosounder matrix i0 i0 altimeterincluded ch echosounder echosounder readbin buf i0 numeric size4 echosounder endian little fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes i0 i0 ch bytes distance quality offset pressure echosounder readbin buf i0 numeric size4 n1 endian little i0 i0 past distance bytes skip skip quality bytes offset bytes echosounder readbin buf i0 numeric size4 n1 endian little i0 i0 skip bytes ch echosounder readbin buf integer size4 n1 endian little i0 i0 echosounder readbin buf integer n1 endian little i0 i0 echosounder readbin buf integer n1 endian little docs i0 i0,DEFECT,2484
catch later,CODE,2491
year fixme check month day hour min sec,DEFECT,2495
general work make metadata profile count match data array dimensions fixme handle ad2cp the general method nt know distance special undo fixme handle ad2cp,DEFECT,2510
ad2cp stored tricky way,CODE,2511
message fixme update new record types added,REQUIREMENTS,2513
fixme fastslow,ARCHITECTURE,2517
fixme decide,REQUIREMENTS,2524
fixme want,REQUIREMENTS,2525
old dim dim data fixme,CODE,2532
fixme delete next block testing,TEST,2533
fixme assume equal,ALGORITHM,2536
fixme handle,REQUIREMENTS,2542
fixme perhaps use but first need know used instrument creation ahrs,REQUIREMENTS,2544
fixme ok extend data edges,ALGORITHM,2548
fixme think way determine instrument type why even try warning unexpected length header,CODE,2552
fixme probably would save time read elements instrument check,CODE,2554
fixme possibly wrong,CODE,2555
asposixct line fixme operation slow,ARCHITECTURE,2563
code suggests comes second fixme determine whether second,CODE,2569
fixme,CODE,2584
update res metadata fixme,DEFECT,2592
fixme,ALGORITHM,2595
fixme kludge whether continuous sample,CODE,2600
fixme use eg times,CODE,2601
fixme variants argument list,CODE,2602
a1 alter a1 alter since almost,ALGORITHM,2609
may fixme sontek adv transformation matrix equal units vector sontek serial number transformation matrix rbind transformationmatrix rbind,ALGORITHM,2615
fixme bytes total,ARCHITECTURE,2619
fixme it would better deal binary file format unclear fixme two files available differ matching fixme sontek documentation,CODE,2624
fixme,CODE,2627
apply flag data fixme seems wrong,DEFECT,2634
map fixme selection dry,CODE,2645
profile fixme handle noise document,DOCUMENTATION,2646
